Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Anxa8	-	0.1	0.3	0.16	0.02	0.01	0.01	0.04	0.48	0.7	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.04	0
Ap1s1	-	0.85	0.06	0.98	0.07	0	0	0	0	0	0	0	0	0	0	0.68	0.32	0.52	0.55	0.01	0.29	0.04	0.97	0	0	0.01	0	0
Apaf1	-	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.5	0.58	0.28
Apbb1ip	-	-	-	-	-	-	-	-	-	-	-	0.09	0.16	0.01	0.8	0.01	0.43	0.97	0.54	0.67	0.56	0.49	0.07	-	-	-	-	-
Apcdd1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.51	0.03
Apex2	-	0.01	0.01	0.77	0.45	0.36	0.78	0.01	0.98	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66	0	0
Apitd1	-	0.01	0.79	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Apobec3	-	0.14	0.68	0.05	0.62	0.08	0	0.22	0.02	0.6	0.01	0.34	0.12	0.98	0.31	0.13	0.91	0.83	0.79	0	0.69	0.6	0.82	-	-	0.94	0.16	0.01
Apoe	-	0.54	0.88	0.42	0.93	0.87	0.46	0.22	0.16	0	0.7	0.04	0.03	0.33	0.23	0.03	0.19	0.12	0.7	0.89	0.83	0.21	0.07	-	-	0	0.01	0.21
Apol9b	-	-	-	-	-	-	-	-	-	-	-	0.35	0.24	0.29	0.23	0.37	0.35	0.45	0.33	0.43	0.38	0.32	0.87	-	-	-	-	-
App	-	0	0	0	0	0	0	0	0	0	0	0.07	0.05	0	0	0.01	0	0.01	0	0.01	0	0	0	-	-	0	0.09	0.59
Aqp1	-	0	0	0	0.55	0.33	0	0.07	0	0	0	0.33	0.97	0.59	0.94	0	0	0	0	0	0	0	0	-	-	0	0	0
Arap3	-	0.6	0.98	0.71	0	0	0	0.04	0.44	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.48	0.37	0.84
Arg1	-	0	0.37	0.39	0	0	0	0	0	0	0.01	0	0.11	0	0.01	0.03	0.01	0	0	0	0	0	0	-	-	0	0	0
Arhgap11a	-	0.97	0.08	0	0	0	0	0	0.39	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Arhgap19	-	0.81	0.04	0	0	0	0	0	0	0	0	0	0.01	0.21	0.11	0.78	0.67	0.73	0.59	0.59	0.8	0.63	0.69	0.19	0.08	-	-	-
Arhgap20	-	0	0.02	0.06	0	0	0.96	0.01	0	0	0.28	0.63	0.01	0.53	0.02	0.34	0.11	0.15	0.07	0.34	0.18	0.25	0.24	-	-	-	-	-
Arhgap24	-	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.01	0.56	0	0	0
Arhgap30	-	0.29	0.89	0.73	0	0.06	0.01	0.32	0	0.19	0	0.69	0.03	0.96	0.1	0.16	0.18	0.74	0.08	0.22	0.13	0.22	0.02	-	-	-	-	-
Arhgap9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.35	0.02
Arhgdib	-	0.37	0.17	0.18	0.77	0.04	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.06	0.02	0.03
Arhgef3	-	0	0	0	0.22	0.02	0.37	0.04	0.13	0.02	0	0	0.01	0	0	0.31	0.14	0.7	0.18	0	0.01	0.45	0.28	0.04	0	0	0	0.01
Arhgef4	-	0	0	0.07	0	0	0	0	0	0	0	0.03	0.01	0.01	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-
Arhgef9	-	0.02	0.04	0.91	0.5	0.24	0	0.1	0.04	0	0.38	0.01	0.93	0.87	0.93	0.97	0.85	0.79	0.72	0.91	0.94	0.93	0.62	-	-	-	-	-
Arid3b	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.1	0.11	0.91	0	0	0	0	0
Arl4a	-	0	0	0	0	0	0	0	0	0	0.41	0	0.05	0.5	0.02	0	0	0	0	0	0	0	0	-	-	0.05	0	0
Arl4c	-	0.04	0.01	0	0.2	0	0.37	0	0.75	0	0.03	0.19	0.26	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6	-	0.79	0.29	0.05	0.03	0.99	0.79	0.81	0.26	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0
Armc2	-	0.2	0.18	0.44	0.31	0.09	0.58	0.05	0.94	0.33	0.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Armcx6	-	0	0.01	0.93	0.11	0.05	0.03	0.05	0	0	0	0.16	0.04	0.07	0.09	0.54	0.88	0.85	0.92	0.75	0.85	0.97	0.84	-	-	-	-	-
Arnt2	-	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.01	0.54	0.35	0.34	0.39	0.28	0.23	0.35	0.2	0.7	0.49	0	0.01	0
Arpc1b	-	-	-	-	-	-	-	-	-	-	-	0.88	0.61	0.89	0.75	0.64	0.85	0.54	0.35	0.57	0.71	0.63	0.49	-	-	-	-	-
Arrdc2	-	0.05	0.04	0.02	0.02	0	0	0	0.94	0	0.07	0.27	0.2	0.24	0.84	0.01	0.03	0.02	0.16	0.2	0.48	0.3	0.02	-	-	-	-	-
Arrdc4	-	0.01	0	0	0.01	0	0	0	0	0.18	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0
Arsk	-	0.03	0	0	0	0.03	0	0.08	0.02	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	-	-	-
Artn	-	-	-	-	-	-	-	-	-	-	-	0.84	0.8	0.73	0.45	0.61	0.36	0.35	0.78	0.08	0.6	0.35	0.01	-	-	-	-	-
Arvcf	-	0	0	0	0	0	0	0	0	0	0	0.16	0.22	0.49	0.21	0	0	0	0	0	0	0	0	-	-	0	0	0
Asf1b	-	0.5	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.01	0.01
Asic2	-	0.03	0.02	0	0.05	0	0.01	0	0.01	0	0.75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	0	0
Asns	-	0	0	0	0.46	0.17	0	0	0	0	0	0	0	0	0	0.42	0.01	0.07	0	0	0	0	0	0	0	0	0.73	0.15
Aspm	-	0.49	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.37	0.28	0.29	0.32	0.33	0.26	0.24	0	0	0.9	0	0
Atad2	-	0.16	0.35	0	0	0	0	0	0	0	0	0	0	0.05	0.27	0.51	0.64	0.48	0.75	0.81	0.7	0.55	0.6	0	0	-	-	-
Atad5	-	0.69	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Atf3	-	0.27	0.33	0.65	0.68	0.39	0	0.25	0.01	0.85	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.53	0.02	0.44
Atg13	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Atp10a	-	0.06	0.02	0	0.03	0	0.01	0	0.03	0	0.02	0	0.01	0.03	0.49	0	0.1	0.02	0	0.12	0.02	0.01	0.06	-	-	0	0	0
Atp1b1	-	0	0	0	0	0.29	0.4	0.19	0	0	0	0.27	0.07	0.42	0.1	0.02	0.02	0.02	0.56	0.17	0.83	0.87	0.63	0.14	0.37	0.14	0	0
Atp1b3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.17
Atp2a3	-	0.08	0.19	0.02	0.01	0	0	0	0	0.74	0	0.16	0.1	0.36	0.07	0.31	0.69	0.41	0.43	0.24	0.51	0.3	0.37	-	-	0	0	0
Atp2b1	-	0.01	0	0	0	0	0	0	0	0	0.07	0.09	0.27	0.47	0.19	0.16	0.48	0.35	0.32	0.43	0.41	0.4	0.46	-	-	-	-	-
Atp5s	-	0.61	0.04	0	0	0	0	0	0	0	0	0.09	0.37	0.16	0.1	0	0	0	0	0	0	0	0	-	-	0	0	0
Atp6v0d2	-	0.58	0.47	0.14	0.64	0.85	0.95	0.45	0.55	0.02	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Atp7b	-	0.13	0.01	0	0.09	0.04	0.2	0.03	0.7	0.05	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Atp8b1	-	0.03	0	0.02	0.04	0	0.01	0.01	0.02	0.03	0.3	0.5	0.94	0.4	0.9	0.02	0.14	0.21	0.16	0.28	0.23	0.31	0.07	-	-	-	-	-
Atraid	-	0	0.52	0.03	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0
Atxn1	-	0	0.09	0.53	0.28	0.5	0.18	0.33	0.67	0.37	0	0.03	0.01	0.07	0.02	0.69	0.23	0.74	0.55	0.04	0.92	0.82	0.13	0.02	0.28	-	-	-
Aurka	-	0.35	0.05	0	0	0	0	0	0	0	0	0.38	0.35	0.69	0.02	0	0	0	0	0	0	0	0	0.02	0.32	0.01	0	0
Aurkb	-	0.01	0.68	0	0	0	0	0	0	0	0	0.23	0.01	0.07	0	0	0	0	0	0	0	0	0	0.02	0.29	0.93	0	0
AW551984	-	0	0	0	0	0	0	0	0	0	0	0.43	0.05	0.2	0.01	0.29	0.28	0.35	0.55	0.1	0.3	0.19	0.14	-	-	-	-	-
Axl	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.11
B230118H07Rik	-	0.07	0.02	0	0	0	0	0	0	0	0	0.92	0	0	0.11	0	0.05	0.39	0	0.12	0.19	0.75	0	-	-	0.02	0	0
B2m	-	0	0	0	0.61	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.09	0.37	0.09
B330016D10Rik	-	0	0.01	0	0.53	0.37	0.62	0.64	0.01	0.04	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
B430319G15Rik	-	0.41	0.58	0.53	0.01	0.01	0.06	0.05	0.09	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
B4galnt1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	0.75	0.93	0.02	0
B4galt1	-	0.13	0.64	0.01	0.45	0.91	0.41	0.82	0.08	0	0.03	0.03	0.49	0	0.16	0.59	0.51	0.33	0.37	0.45	0.39	0.35	0.22	0.59	0.3	0	0	0
B4galt5	-	0.31	0.09	0.97	0.83	0	0.04	0	0.15	0	0	0.19	0.02	0	0	0.8	0.65	0.65	0.79	0.88	0.69	0.68	0.74	0	0	-	-	-
B930003M22Rik	-	0.5	0.22	0.9	0.01	0.31	0	0.11	0.04	0.3	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Baalc	-	0.14	0.09	0.53	0.01	0	0.01	0.03	0.2	0.02	0.01	0.9	0	0.02	0.11	0.89	0.66	0.71	0.9	0.94	0.95	0.97	0.71	-	-	0	0	0
Bach1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Bai2	-	0.08	0.9	0.3	0	0	0	0	0	0.75	0	0.09	0.08	0.91	0.02	0	0	0.01	0.01	0.2	0.13	0.02	0	-	-	-	-	-
Baiap2	-	0.82	0.47	0.16	0.13	0.03	0.15	0.16	0.88	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Bard1	-	0.12	0.64	0.45	0.26	0.03	0.62	0.02	0.71	0.78	0	0	0.5	0.05	0.27	0.94	0.45	0.31	0.57	0.55	0.51	0.24	0.59	-	-	0.35	0.01	0
Basp1	-	0.2	0	0	0	0	0	0	0	0	0.97	0.01	0	0.01	0	0.92	0.01	0.08	0	0.28	0	0	0	-	-	0.02	0.04	0.01
Baz1a	-	0.21	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BC021891	-	0.14	0.09	0.16	0.09	0	0.07	0.01	0.82	0.35	0	0.55	0.31	0.53	0.08	0.79	0.84	0.32	0	0	0	0	0	-	-	-	-	-
BC027072	-	0.53	0.34	0.88	0.41	0.23	0.28	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BC030867	-	0.01	0.16	0.29	0.1	0	0	0	0	0	0	0	0	0	0	0	0.18	0.23	0.17	0.11	0.82	0.43	0.02	0	0	-	-	-
BC048679	-	0	0	0	0	0	0	0	0	0	0	0.28	0.38	0.57	0	0	0.01	0.05	0	0.04	0	0	0	-	-	-	-	-
BC055324	-	0.02	0.62	0	0	0	0	0	0	0	0	0.86	0.88	0.13	0.43	0	0	0	0.01	0	0	0	0.06	-	-	-	-	-
Bche	-	0.52	0.06	0.18	0.06	0.49	0	0.47	0	0	0	0.18	0.08	0.01	0.07	0.9	0.79	0.77	0.77	0.76	0.82	0.92	0.08	0.17	0.35	0.88	0	0.66
Bckdhb	-	0.92	0.73	0.68	0.78	0.15	0.84	0.8	0	0.25	0.58	0	0	0	0	0.1	0.58	0.04	0.52	0	0.38	0.34	0.64	0	0	0.35	0	0.01
Bcl2a1b	-	-	-	-	-	-	-	-	-	-	-	0.27	0.05	0	0.31	0.05	0.13	0.16	0.45	0.2	0.04	0.52	0	-	-	-	-	-
Bcl2l14	-	-	-	-	-	-	-	-	-	-	-	0.11	0.94	0.9	0.65	0.96	0.97	0.94	0.85	0.72	0.75	0.92	0.85	-	-	-	-	-
Bcl3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.53	0	0.01
Bcl7a	-	0.03	0.04	0	0.04	0.03	0.82	0.71	0.05	0	0	0	0	0	0.09	0.54	0.98	0.34	0.69	0.61	0.77	0.79	0.08	0	0	0.82	0.45	0.08
Bdh2	-	0.12	0.74	0.03	0	0.01	0.99	0	0.6	0.11	0	0.23	0.17	0.99	0.06	0.78	0.91	0.89	0.6	0.19	0.26	0.84	0.17	0.88	0.22	-	-	-
Bdnf	-	0.08	0.67	0.45	0.8	0.86	0	0.27	0.74	0.59	0	0.19	0.53	0.9	0.47	0.92	0.88	0.68	0.93	0.8	0.92	0.89	0.91	-	-	0	0	0
Bend7	-	0.02	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Best2	-	0.4	0.98	0.92	0.94	0.68	0.68	0.85	0	0	0.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.62	0.4
Bex4	-	0	0.01	0.27	0.67	0	0.01	0	0	0	0	0.08	0	0	0	0.02	0.05	0.05	0.05	0.01	0.15	0.03	0	-	-	0.04	0.01	0.16
Bfsp1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Bfsp2	-	0	0	0	0	0	0	0	0	0	0	0.65	0.4	0.48	0.37	0	0	0	0	0	0	0	0	-	-	-	-	-
Bhlhe40	-	0	0.15	0.06	0	0	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Bin3	-	0.01	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Birc3	-	0	0	0	0	0	0	0	0	0	0	0.16	0.13	0.06	0.12	0.06	0.99	0.08	0.76	0.62	0.7	0.13	0.9	-	-	0	0	0
Birc5	-	0.9	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0.29	0.01
Birc7	-	0.64	0.49	0.18	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Blm	-	0.48	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blnk	-	0.42	0.81	0.39	0.44	0.02	0.64	0.12	0.06	0.01	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.06	0.04
Bmf	-	0.01	0.01	0.03	0	0	0	0	0	0	0	0.35	0.62	0.03	0.8	0.03	0.47	0.27	0.09	0.17	0.14	0.2	0.02	-	-	-	-	-
Bmp1	-	0.62	0.03	0	0	0	0	0	0	0	0	0.72	0	0.94	0.52	0.44	0.67	0.86	0.73	0.52	0.82	0.69	0.84	-	-	0.91	0	0
Bmper	-	0.01	0.22	0	0	0	0	0	0	0	0.28	0.57	0.06	0.09	0.15	0	0	0	0.04	0	0.5	0.27	0	-	-	-	-	-
Bnip3	-	0.08	0.01	0.01	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Bnip3l	-	-	-	-	-	-	-	-	-	-	-	0	0.37	0.12	0.43	0	0	0	0	0	0	0	0	0.01	0.02	-	-	-
Bok	-	0.16	0.03	0.01	0.63	0.6	0.16	0.05	0.01	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	-	-	0.88	0	0
Bpifb5	-	0.48	0.14	0.02	0.1	0.06	0.08	0.02	0.01	0.06	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.59	0.11	0.02
Brca1	-	0.05	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.18	0.13	0.3	0.26	0.54	0.07	0.75	0	0	0.12	0.02	0
Brca2	-	0.39	0.47	0	0	0	0	0	0	0	0	0.75	0.03	0.02	0.36	0.03	0.07	0.02	0.05	0.07	0.05	0.01	0.59	0	0	0	0	0
Brip1	-	0.87	0.12	0	0	0	0	0	0	0	0	0.26	0.84	0.29	0.57	0.05	0.05	0.04	0.04	0.03	0.04	0.01	0.05	0.09	0.03	-	-	-
Bsg	-	0.06	0.02	0.05	0.67	0.09	0.02	0.04	0.16	0.43	0.01	0.93	0.29	0.27	0.88	0.18	0.17	0.27	0.01	0.1	0.12	0.12	0	-	-	0	0.01	0
Bst2	-	0.26	0.17	0.36	0	0.61	0.45	0.95	0.85	0.72	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Btbd11	-	0	0.03	0.01	0.56	0.17	0.86	0.51	0.24	0	0.01	0	0.01	0.01	0	0.46	0.72	0.23	0.02	0	0.34	0.21	0	-	-	-	-	-
Btbd17	-	0.84	0	0	0	0	0	0	0	0.5	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Btc	-	0.29	0.5	0.37	0.54	0.81	0.84	0.83	0.33	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.98	0.84
Btk	-	-	-	-	-	-	-	-	-	-	-	0	0	0.03	0	0	0.02	0	0.01	0.01	0.03	0.01	0	-	-	-	-	-
Bub1	-	0.55	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0.51	0.74	0.63	0.92	0.43	0.49	0.83	0	0	0	0	0
Bub1b	-	0.25	0.61	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bzw2	-	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130050O18Rik	-	0.2	0.23	0.98	0.04	0.83	0.45	0.38	0	0.84	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C1qtnf3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.24	-	-	-
C3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.23	0.3	0.1	0.07	0.21	0.26	-	-	0	0	0
C330027C09Rik	-	0.64	0.21	0.16	0.75	0	0.53	0.03	0.78	0	0.03	0.01	0	0.03	0.07	0.66	0.99	0.84	0.63	0.91	0.9	0.82	0.6	0	0	0	0	0.06
C3ar1	-	0.06	0.02	0	0.02	0.33	0.85	0.67	0.23	0.75	0.04	0.21	0.53	0	0.63	0.12	0.54	0.76	0.91	0.45	0.44	0.55	0.98	-	-	0.01	0.06	0.04
C4b	-	0.05	0.11	0.11	0.58	0.88	0.03	0.82	0.02	0	0	0.04	0.31	0.34	0.18	0.35	0.97	0.55	0.87	0.98	0	0.02	0	-	-	0	0	0
C5ar1	-	0.97	0.96	0.46	0	0.26	0.7	0.28	0.09	0.1	0.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C77370	-	0.05	0.03	0.05	0.12	0.56	0.63	0.95	0.74	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.31	0.02	0.02
Cables1	-	0.01	0	0	0	0	0	0	0	0	0	0.01	0.21	0.19	0.02	0.8	0.69	0.89	0.25	0	0.15	0.22	0.02	0	0	0.78	0.13	0.1
Cacna2d2	-	0.05	0	0.01	0	0	0.01	0	0.06	0.18	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cad	-	0	0	0	0.29	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Cadm2	-	0.02	0.15	0.21	0.96	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cadps2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.11	0.11	0.14	0.04	0.02	0.01	0.11	-	-	0	0	0
Calcrl	-	0	0	0	0.67	0	0.14	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Camk1g	-	0.07	0.01	0	0	0	0	0	0	0	0	0.84	0.6	0.69	0.43	0.13	0.32	0.41	0.33	0.19	0.14	0.52	0.61	-	-	0	0	0
Camk2n2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Camk4	-	0.11	0.78	0.19	0.46	0.61	0.6	0.34	0.69	0.52	0.57	0	0.01	0.49	0	0.41	0.85	0.86	1	0.05	0.95	0.71	0.38	0	0.13	0.25	0.02	0.06
Camkk2	-	0	0	0	0	0	0.06	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.14	0.06	0.67
Capg	-	0.18	0.16	0.15	0.72	0.02	0.02	0.07	0.01	0.88	0.68	0.33	0.69	0.07	0.37	0.7	0.52	0.67	0.81	0.9	0.94	0.75	0	0.06	0.13	0.02	0.02	0.07
Capn3	-	0	0	0	0	0	0	0	0	0.35	0	0.43	0.66	0.01	0.76	0	0	0	0	0	0.38	0.88	0.8	-	-	0	0	0
Capn6	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Caps2	-	0.61	0.05	0	0	0	0	0	0.93	0.19	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.19	0.55
Car13	-	0	0	0	0	0	0	0	0	0	0	0.05	0.08	0.17	0.97	0	0	0	0	0	0	0	0	0.01	0	0.43	0.04	0.52
Car14	-	0.01	0.39	0.09	0.55	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.14	0.09	0.71	0.48	0	0
Car3	-	0.01	0.03	0.03	0	0	0	0	0.31	0.1	0.92	0.01	0.01	0.03	0	0	0	0.01	0	0	0.02	0	0.27	-	-	0	0	0
Car5b	-	0.82	0.14	0.48	0.77	0.12	0.13	0.19	0.03	0	0	0.71	0.69	0.5	0.87	0.44	0.83	0.58	0.26	0.42	0.14	0.33	0.11	-	-	0.25	0.15	0.04
Car6	-	0.71	0.42	0.43	0.48	0.59	0.38	0.62	0.96	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.01	0.31
Car8	-	0.76	0.7	0.71	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Casc5	-	0.81	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.28	0.43	0.33	0.66	0.37	0.47	0.52	0	0	-	-	-
Casp12	-	0.09	0.85	0.16	0.64	0.85	0.83	0.52	0.8	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.59	0.05
Casp4	-	-	-	-	-	-	-	-	-	-	-	0.45	0.85	0.67	0.4	0.21	0.53	0.62	0.05	0.1	0.3	0.66	0	-	-	-	-	-
Casp8	-	0.05	0	0	0.07	0	0.12	0	0	0	0.05	0.19	0.07	0.68	0.12	0.08	0.09	0.05	0.02	0.1	0.09	0.07	0.09	0.02	0.02	0	0	0
Cav1	-	0	0	0	0.37	0.34	0.45	0.14	0.01	0	0.67	0	0	0	0	0	0	0	0	0.05	0	0	0	-	-	0.7	0.53	0.8
Cav2	-	0	0.01	0.05	0	0.07	0.04	0.44	0.49	0.02	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.17
Cbr1	-	0	0.01	0.11	0	0	0	0	0	0.42	0.62	0	0	0	0	0.01	0	0	0	0	0	0	0	0.21	0.04	0.01	0	0
Cbr3	-	0.03	0.22	0.19	0.84	0.29	0.6	0.78	0.74	0.01	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02
Cbs	-	0.85	0.21	0.05	0.49	0.82	0.2	0.33	0	0	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0.04	0.33
Cbx7	-	0.41	0.56	0.57	0.63	0.67	0.67	0.89	0.1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.21	0.33
Ccbl1	-	0.21	0.02	0	0	0.02	0	0.02	0	0.91	0.73	0.51	0.21	0.77	0.33	0.22	0.3	0.39	0.47	0.58	0.47	0.53	0.47	-	-	-	-	-
Ccdc109b	-	0.01	0.04	0.13	0	0	0	0	0	0	0	0.45	0.5	0.92	0.42	0	0.73	0.8	0.53	0	0.62	0.97	0.51	-	-	0	0	0
Ccdc134	-	0.03	0.95	0.08	0.48	0.09	0.85	0	0.32	0.28	0.02	0.46	0.07	0.29	0.09	0.62	0.63	0.16	0.52	0.34	0.17	0.09	0.82	0.77	0.48	-	-	-
Ccdc18	-	0	0.53	0	0	0	0	0	0	0	0	0.13	0	0	0.02	0.11	0.28	0.32	0.22	0.64	0.22	0.37	0.1	0.04	0.03	-	-	-
Ccdc64	-	0.64	0.25	0.29	0.02	0	0	0	0	0.11	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0.65	0.7
Ccdc68	-	0.01	0.67	0.21	0.86	0.44	0.16	0.93	0.61	0	0	0.43	0	0.38	0	0.83	0.98	0.97	0.41	0.02	0.06	0.17	0	0.01	0	-	-	-
Ccdc74a	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
