Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Il1r2	-	0.61	0.86	0.83	0.11	0.06	0.65	0.65	0.34	0.4	0.85	0.86	0.57	0.85	0.41	0.64	0.9	0.82	0.76	0.97	0.94	0.85	0.93	-	-	-	-	-
Il1rap	-	0.07	0.23	0.5	0	0	0.04	0	0.92	0.2	0.87	0.76	0.87	0.73	0.84	0.64	0.34	0.17	0.23	0	0	0	0	-	-	0.09	0.01	0.07
Il1rn	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.18	0.13	0.86
Il2rb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	-	-
Il2rg	-	0.07	0.03	0.06	0.64	0.13	0.8	0.05	0.12	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.42	0.22
Il33	-	0.12	0.11	0.26	0.36	0.24	0.24	0.84	0.04	0	0	0.69	0.71	0.78	0.59	0.46	0.9	0.42	0.69	0	0.65	0.65	0.76	-	-	0.74	0	0
Il4ra	-	0.08	0.12	0.03	0	0.71	1	0.56	0.01	0.69	0.49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.11	0.43	0.82
Il6ra	-	-	-	-	-	-	-	-	-	-	-	0.46	0.36	0.76	0.13	0.21	0.1	0.24	0	0.26	0.05	0.14	0	-	-	0	0.06	0
Ildr1	-	-	-	-	-	-	-	-	-	-	-	0.76	0.39	0.24	0.25	0.24	0.18	0.46	0.04	0.09	0.09	0.25	0	-	-	-	-	-
Impg2	-	-	-	-	-	-	-	-	-	-	-	0.38	0.06	0.09	0.65	0.16	0.19	0.78	0.25	0.62	0.58	0.44	0.8	-	-	-	-	-
Incenp	-	0.02	0.08	0	0	0	0	0	0	0	0	0.99	0.01	0	0.23	0	0	0	0	0	0	0	0	0.86	0.04	0.8	0	0
Ing2	-	0	0	0	0	0	0	0	0	0	0	0.09	0.38	0.49	0.05	0	0.01	0	0	0	0	0	0.01	0.07	0.38	0.27	0	0
Ing4	-	0.88	0.74	0.08	0	0.01	0	0.06	0.39	0.02	0	0	0.15	0	0	0.05	0.52	0.91	0.99	0.19	0.86	0.54	0.12	0.01	0	0.01	0	0.01
Inpp5d	-	0.58	0.75	0.81	0.2	0.59	0.1	0.6	0.18	0.26	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.67	0.03	0.15
Insig1	-	0.67	0.28	0.28	0	0	0.03	0.15	0.43	0	0.01	0.03	0	0	0	0	0.23	0.15	0.06	0	0.01	0.01	0	0.08	0.3	-	-	-
Iqgap1	-	0.34	0.17	0.52	0.77	0.01	0	0.06	0.19	0.19	0	0.01	0	0	0	0.18	0.01	0	0	0.24	0.01	0	0.02	0.01	0.03	0	0	0
Iqgap3	-	0	0	0.71	0.54	0	0.67	0	0.03	0	0.94	0.81	0.29	0.04	0.08	0.03	0.05	0.08	0.03	0.03	0.02	0.04	0.01	-	-	0.29	0	0
Irak1bp1	-	0.23	0.32	0.03	0	0.03	0	0.26	0.52	0.25	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.09	0.6
Irak3	-	0.02	0.33	0.06	0.17	0	0.12	0.01	0.42	0.8	0.98	0.1	0.19	0.02	0.51	0.01	0.01	0.08	0.11	0.14	0.06	0.26	0	-	-	-	-	-
Irak4	-	0.07	0.18	0.37	0.01	0.85	0.65	0.65	0.3	0.4	0.89	0.75	0.79	0.95	0.47	0.83	0.99	0.92	0.98	0.93	0.94	0.9	0.36	-	-	0	0.01	0.03
Irf1	-	0.09	0.66	0.25	0.04	0.03	0.06	0.13	0.13	0.8	0	0.05	0.06	0.55	0	0.95	0.95	0.99	0.74	0.75	0.94	0.71	0.65	0.7	0.07	0	0	0
Irf5	-	0.01	0.03	0.53	0.49	0	0	0.05	0.92	0.56	0.87	0.6	0.28	0.75	0.36	0.87	0.56	0.54	0.31	0.3	0.78	0.46	0.7	-	-	-	-	-
Irf7	-	0.6	0.17	0.99	0.86	0.19	0.06	0.91	0.71	0	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.84	0.53
Irf8	-	0	0	0	0	0.18	0.26	0.88	0.54	0	0	0.83	0.01	0.02	0.02	0.82	0.61	0.75	0.69	0.94	0.38	0.79	1	0.25	0.54	0.6	0.02	0.03
Irf9	-	0.07	0.02	0	0	0.15	0	0.25	0.26	0	0	0.12	0.61	0.73	0.46	0.17	0.1	0.07	0.01	0.63	0.1	0.36	0.02	0.2	0.08	0.01	0.07	0.17
Irgm1	-	0	0.1	0.23	0.36	0.82	0.2	0.81	0.05	0.06	0.01	0.57	0.13	0	0	0	0.25	0.38	0.21	0.19	0.53	0.97	0.86	-	-	0.61	0.14	0.03
Irgm2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Irs1	-	0	0.03	0	0	0	0	0	0	0.01	0.02	0.13	0	0	0	0.96	0.99	0.97	0.99	0.85	0.94	0.94	0.91	0	0	0	0	0
Irx3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Isg20	-	0.94	0.65	0.97	0	0	0.58	0.01	0.05	0.12	0.41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.27	0.52
Islr	-	0	0	0	0.26	0.42	0.05	0	0	0.31	0	0.29	0.14	0.24	0.19	0	0	0	0.06	0	0.84	0.64	0.02	-	-	0.01	0.03	0.2
Isyna1	-	0.31	0.3	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Itga2b	-	0.01	0.81	0.02	0	0	0	0	0.03	0.01	0.02	0.18	0.09	0.15	0.8	0.99	0.52	0.37	0.2	0.15	0.1	0.02	0	-	-	-	-	-
Itga4	-	0	0	0	0.02	0	0.95	0	0	0	0	0.62	0	0.01	0.01	0.15	0.14	0.68	0.14	0.44	0.22	0.55	0.03	0.05	0.06	0.04	0	0
Itga5	-	0.03	0.02	0.83	0	0	0	0	0	0	0	0.75	0.02	0.01	0.01	0.03	0.03	0.05	0.08	0.09	0.06	0.06	0.91	-	-	0	0.09	0.1
Itgam	-	0.69	0.23	0.13	0.35	0.6	0.44	0.99	0.01	0.05	0.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.16	0.68	0.73
Itgax	-	0.87	0.15	0.45	0.52	0.79	0.2	0.9	0.25	0.01	0.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0.01
Itgb1	-	0.35	0.71	0.03	0.01	0.32	0.07	0.06	0	0.14	0	0	0	0	0	0.87	0.82	0.83	0.8	0.9	0.98	0.98	0.64	0.99	0.78	0.77	0	0.03
Itgb2	-	0.09	0	0.01	0.02	0	0.01	0	0	0	0	0.46	0.55	0.75	0.87	0.51	0.19	0.95	0.46	0.53	0.45	0.52	0	-	-	0.02	0.01	0
Itgb4	-	-	-	-	-	-	-	-	-	-	-	0.33	0.52	0.06	0.39	0.09	0.38	0.17	0.34	0.58	0.24	0.44	0.1	-	-	-	-	-
Itgb7	-	-	-	-	-	-	-	-	-	-	-	0.29	0.48	0.13	0.26	0.16	0.91	0.43	0.8	0.45	1	0.68	0.47	-	-	0	0	0
Itpkb	-	0.04	0.61	0.31	0.63	0.52	0.84	0.65	0.07	0.08	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Itprip	-	0.73	0.13	0	0	0	0	0	0	0	0.36	0.03	0.56	0.22	0.65	0.01	0.03	0.01	0.04	0.01	0.02	0.01	0.64	-	-	-	-	-
Itpripl1	-	0.01	0.51	0.03	0	0	0	0	0.01	0.1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Itpripl2	-	0	0	0	0	0	0	0	0	0	0.01	0	0.34	0.2	0.01	0	0.01	0.01	0.01	0.01	0.02	0.03	0	0.01	0.05	-	-	-
Izumo4	-	0	0	0	0	0	0	0	0	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Jag1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.35	0.62	0	0.78	0.68	0.71	0	0	0	0	0
Jam2	-	0	0	0	0	0	0.01	0	0	0.47	0	0.18	0.87	0.09	0.83	0.38	0.33	0.94	0.27	0.63	0.74	0.32	0.48	-	-	0	0	0
Jph4	-	0	0.16	0.09	0.99	0	0.07	0.01	0.14	0.56	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Jun	-	0	0	0.31	0.3	0.52	0.3	0.8	0	0	0.41	0	0.01	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.02	0	0
Junb	-	0.06	0.58	0.9	0	0.55	0.66	0.01	0.92	0.92	0.35	0.65	0.71	0.64	0.11	0.09	0.33	0.64	0.18	0.62	0	0.77	0	-	-	0.26	0.99	0.76
Kank3	-	0.8	0.62	0.39	0.01	0.03	0.01	0	0.05	0.09	0.03	-	-	-	-	-	-	-	-	-	-	-	-	0.34	0.69	0.23	0.51	0.74
Kcnab1	-	0.57	0.19	0.28	0	0	0	0	0.12	0	0	0.95	0.69	0.7	0.19	0.4	0.01	0.12	0.01	0.02	0	0	0	0.3	0.92	0	0	0
Kcnc3	-	0.41	0.02	0.07	0.56	0.32	0.71	0.45	0.03	0.01	0.01	0.13	0.05	0	0.23	0.01	0.6	0.14	0.35	0.03	0.24	0.23	0.04	-	-	0.01	0.03	0.01
Kcne1	-	0	0	0	0	0	0	0	0	0	0	0.43	0.75	0.65	0.45	0	0	0	0	0	0	0	0.46	0.79	0	0	0.17	0.05
Kcne4	-	0	0	0	0.1	0	0	0	0	0.93	0.11	0.81	0.73	0.34	0.4	0.25	0.95	0.29	0.83	0.4	0.87	0.64	0	-	-	0.01	0.09	0.41
Kcnh1	-	0.89	0.81	0.07	0	0	0	0	0	0	0	0.94	0.68	0.75	0.92	0	0	0	0	0	0	0	0	-	-	0.37	0.11	0
Kcnh2	-	0	0	0	0	0	0	0	0	0	0	0.19	0.01	0.22	0.13	0	0	0	0	0	0	0	0	-	-	0	0.8	0.33
Kcnh3	-	0.3	0.58	0.53	0	0.09	0	0.32	0.75	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Kcnip1	-	0.69	0.95	0.86	0.03	0.45	0.05	0.99	0.06	0.02	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0.01
Kcnj11	-	0.11	0	0	0.01	0.02	0.3	0	0	0.01	0.81	0.38	0.31	0.89	0.41	0.34	0.94	0.11	0.95	0.32	0.83	0.48	0.09	-	-	0.3	0.7	0.74
Kcnn4	-	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0.02	0	-	-	-	-	-
Kctd11	-	0	0	0	0	0	0.02	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0	0
Kctd6	-	0.15	0.1	0	0	0	0	0	0.01	0	0	0.01	0.13	0.03	0.22	0.01	0	0.01	0.02	0	0	0	0	-	-	-	-	-
Khdrbs3	-	0	0	0.88	0	0	0.01	0	0.27	0	0	0	0	0	0.01	0.41	0.22	0.24	0.31	0.19	0.24	0.2	0.21	0	0	0.02	0	0
Khk	-	0.27	0.26	0.68	0.11	0.21	0.32	0.04	0.09	0	0	0.01	0	0.13	0.05	0.16	0.57	0.97	0.26	0.11	0.16	0.45	0	0.12	0.6	0.28	0	0.04
Kif11	-	0.66	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	-	-	0	0	0
Kif14	-	-	-	-	-	-	-	-	-	-	-	0.32	0.48	0.03	0.06	0.03	0.55	0.57	0.38	0.5	0.36	0.89	0.03	-	-	-	-	-
Kif15	-	-	-	-	-	-	-	-	-	-	-	0.08	0.23	0.13	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	-	-	-
Kif18a	-	0.39	0	0	0	0	0	0	0	0	0	0	0.42	0.26	0.56	0	0	0	0	0	0	0	0	-	-	0.01	0	0
Kif18b	-	0.01	0.98	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kif20a	-	0.79	0.04	0	0	0	0	0	0	0	0	0	0.05	0.02	0.1	0.86	0.84	0.67	0.79	0.69	0.79	0.68	0	-	-	0	0	0
Kif20b	-	0.82	0	0	0	0	0	0	0	0	0	0	0.22	0.79	0.47	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.53	0.04	-	-	-
Kif22	-	0.72	0.37	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.91	0	0	0
Kif23	-	0.8	0.13	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0	0
Kif2c	-	0.81	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
Kif4	-	0	0.14	0	0	0	0	0	0	0	0	0.01	0.67	0.85	0.94	0	0	0	0	0	0	0	0	0.95	0.46	0	0	0
Kifc1	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0.17	-	-	-
Kit	-	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitl	-	0.01	0	0	0.04	0	0	0	0	0	0	0.37	0	0	0	0.65	0.38	0.96	0.25	0.65	0.54	0.92	0.51	0.39	0.02	0	0	0
Klf10	-	0.07	0	0.01	0	0.22	0.56	0.15	0.01	0.27	0.9	0.03	0.08	0	0.35	0	0.22	0.57	0.12	0	0.07	0.2	0	-	-	0	0	0
Klf15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	0.98	0
Klf5	-	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.03	0.41	0.04	0.01	0.01	0.1	0.27	0.02	0.01	0	0	0	0.11	0.04	0.53
Klf7	-	0.27	0.77	0	0	0	0	0	0	0.49	0	0.12	0.6	0.12	0.86	0.26	0.39	0.52	0.75	0.49	0.46	0.57	0.86	0	0.01	0	0	0
Klhdc8a	-	0.6	0.35	0.54	0.61	0.03	0.02	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.39	0.07
Klhdc9	-	-	-	-	-	-	-	-	-	-	-	0.07	0.02	0.16	0.13	0.37	0.08	0.49	0.21	0.52	0.29	0.37	0	0.1	0.36	-	-	-
Klhl29	-	0.07	0.68	0.34	0	0	0	0.01	0.05	0	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kng2	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0	0	0.63	0.45	0.74	0.74	0.49	0.56	0.36	0.03	-	-	-	-	-
Knstrn	-	0.5	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Kntc1	-	0.01	0.96	0	0	0	0	0	0	0	0	0.06	0.79	0.47	0.32	0.05	0.08	0.07	0.1	0.09	0.07	0.08	0.04	0.8	0.24	-	-	-
Kpna2	-	0.31	0.19	0	0	0	0	0	0	0	0	0.04	0.37	0	0.32	0.7	0.26	0.25	0.29	0.29	0.26	0.19	0.17	-	-	0	0	0
Krt15	-	0	0	0	0	0	0	0	0	0.02	0.46	0	0	0	0	0	0.06	0	0.01	0.23	0.1	0.11	0.02	-	-	0	0	0
Krt16	-	-	-	-	-	-	-	-	-	-	-	0.02	0.04	0	0.44	0.25	0.54	0.58	0.14	0.91	0.28	0.22	0.9	-	-	-	-	-
Krt18	-	0	0.97	0	0	0	0	0	0	0.58	0	0	0	0	0	0.22	0.26	0.26	0.25	0.86	0.44	0.67	0.53	0	0	0.11	0	0.03
Krt19	-	0	0	0	0	0	0.03	0	0.08	0	0	0.16	0.1	0.01	0.07	0.02	0.78	0.63	0.01	0	0	0	0	-	-	0.2	0.05	0.39
Krt4	-	0.69	0.95	0.83	0.37	0.01	0.04	0.05	0.41	0.23	0	0.51	0.88	0.28	0.73	0.1	0.48	0.49	0.44	0.04	0.53	0.46	0	-	-	0.62	0.84	0.97
Krt6b	-	0.52	0.89	0.5	0	0	0.03	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	-	-
Krt84	-	-	-	-	-	-	-	-	-	-	-	0.56	0.33	0.24	0.92	0	0	0	0	0	0	0	0	-	-	0.09	0.28	0.2
Kynu	-	0.68	0.92	0.59	0.02	0.59	0.67	0.41	0.19	0	0	0.26	0.56	0.81	0.17	0.46	0.18	0.59	0.92	0	0	0	0.01	-	-	0.31	0.34	0.24
Lacc1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lad1	-	0.05	0	0.01	0	0	0	0	0	0.05	0.83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lama3	-	0.04	0.3	0.9	0.01	0.49	0.01	0.74	0.6	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.17	0.2
Lama4	-	0	0	0.03	0	0.01	0.02	0	0	0	0	0.72	0.66	0.88	0.12	0.59	0.99	0.17	0.53	0.97	0.37	0.34	0.62	-	-	0.75	0.09	0.47
Lamc2	-	-	-	-	-	-	-	-	-	-	-	0.72	0.16	0.06	0.32	0.3	0.81	0.45	0.62	0.6	0.94	0.69	0.73	0.01	0	-	-	-
Laptm5	-	0.43	0.56	0.63	0.79	0.04	0	0	0	0	0	0	0	0.21	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0.14	0.22
Large	-	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0.05	0	0.24	0.2	0.21	0.23	0.96	0.14	0.14	0.22	0	0	0.35	0.02	0.24
Lasp1	-	0.98	0.02	0	0.09	0	0	0	0	0.01	0.15	0.13	0	0	0	0.21	0.09	0.07	0.05	0.19	0.05	0.04	0.01	0	0	0	0.05	0.09
Layn	-	0.01	0.01	0	0	0	0.14	0	0.01	0.61	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lbh	-	0	0.18	0	0.04	0	0.21	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.86	0	0.99	0.46
Lbp	-	0	0	0	0	0	0	0	0	0	0	0.03	0.09	0.06	0.01	0	0.02	0.1	0.57	0	0.88	0.23	0	-	-	0	0	0
Lbr	-	0.93	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.37	0.55	0.01	0
Lclat1	-	0.01	0.37	0.6	0.27	0.88	0.34	0.53	0.01	0.21	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.44
Lcn2	-	0.23	0.43	0.43	0.02	0.3	0.02	0.26	0.79	0	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	0.55	0.57
Lcp1	-	0.01	0	0.02	0	0.54	0.02	0.18	0.07	0	0	0.1	0.13	0.83	0.03	0.11	0.28	0.22	0.2	0.1	0.26	0.55	0.11	-	-	0	0	0
Lcp2	-	0.28	0.35	0.24	0	0	0	0	0	0.01	0	0.14	0.96	0.63	0.04	0	0.06	0.06	0.98	0.85	0.63	0.98	0.69	-	-	0.43	0	0
Lctl	-	-	-	-	-	-	-	-	-	-	-	0.88	0.9	0.99	0.91	0	0	0	0	0	0	0	0	-	-	-	-	-
Ldlrad3	-	0.03	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0.48	0.7	0.92	0.88	0.92	0.58	0.82	0.75	0	0	-	-	-
Lect1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lenep	-	-	-	-	-	-	-	-	-	-	-	0.5	0.99	0.9	0.69	0	0	0	0	0	0	0	0	-	-	-	-	-
Lep	-	-	-	-	-	-	-	-	-	-	-	0.88	0.87	0.83	0.31	0.39	0.48	0.15	0.06	0.87	0.21	0.46	0	-	-	-	-	-
Lfng	-	0.5	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lgals1	-	0	0	0	0	0	0	0	0	0.92	0	0	0.67	0	0.02	0.05	0.9	0.21	0	0	0	0	0	-	-	0.3	0.23	0.09
Lgals4	-	0.88	0.77	0.45	0.41	0.15	0.67	1	0.13	0.83	0	0.35	0.61	0.97	0.6	0.04	0.04	0.14	0.05	0.05	0.12	0.04	0	-	-	0.03	0.82	0.05
Lgi1	-	0.55	0.11	0.02	0.1	0.01	0	0.09	0.03	0	0.25	0.82	0.59	0.99	0.93	0.61	0.63	0.64	0.59	0.56	0.65	0.82	0.75	-	-	0	0.01	0
Lgi4	-	-	-	-	-	-	-	-	-	-	-	0.03	0.05	0.03	0.01	0.35	0.82	0.45	0.77	0.33	0.17	0.11	0.03	-	-	0.02	0.15	0.01
Lgr6	-	0.37	0.64	0.26	0.24	0.45	0	0.86	0.25	0	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lhfp	-	0	0	0	0.02	0	0.02	0	0.05	0.19	0.02	0.01	0.02	0.02	0.03	0	0	0	0	0	0.04	0.17	0.4	0.02	0.26	-	-	-
Lhx3	-	0	0.29	0.23	0	0	0	0.01	0	0.39	0.93	0.16	0.66	0.46	0.13	0.02	0.26	0.79	0.64	0.34	0.26	0.21	0.58	-	-	0	0	0
Lif	-	0.86	0.29	0.98	0.31	0.97	0.38	0.8	0.15	0.36	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lig1	-	0.38	1	0	0	0	0	0	0	0	0	0.02	0.58	0.99	0.01	0	0	0	0	0	0	0	0	0.34	0	0.01	0	0
Lim2	-	0	0	0	0	0	0	0	0	0	0	0.63	0.5	0.57	0.45	0	0	0	0	0	0	0	0	-	-	-	-	-
Limd2	-	0.01	0.09	0	0	0	0	0	0	0	0	0.03	0.16	0.62	0.36	0.77	0.88	0.78	0.76	0.78	0.79	0.81	0.92	0	0.04	0.95	0	0
Lin54	-	0.83	0	0	0.28	0.02	0.23	0.09	0.02	0.01	0.2	0.07	0.01	0.26	0.06	0.07	0.09	0.11	0.09	0.2	0.04	0.02	0.03	-	-	-	-	-
Lin9	-	0.2	0.02	0.07	0.81	0	0.11	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Lipt2	-	0	0	0.01	0.01	0.92	0.33	0.72	0.39	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69	0	0
Litaf	-	0	0	0	0	0	0	0	0	0.43	0.01	0	0	0	0	0	0	0	0.11	0	0.54	0.88	0.17	0	0	0.01	0	0
Lix1	-	0	0	0	0	0	0	0	0	0	0	0	0.02	0.13	0	0	0	0	0	0	0	0	0	-	-	0.7	0	0
Lmbrd1	-	0.21	0.64	0.04	0.11	0.01	0.19	0.01	0.81	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0.99	0.71	0.47	0	0
Lmcd1	-	0	0	0	0	0	0	0	0	0	0	0.73	0.04	0.12	0.04	0.67	0.25	0.32	0.35	0.23	0.37	0.11	0.07	-	-	-	-	-
Lmna	-	0	0	0	0	0	0	0	0.01	0.84	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.01	0.01	0
Lmnb1	-	0.85	0	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0.65	0.89	0.02	0.79	0.64
Lmo1	-	0	0	0	0	0	0	0	0	0	0	0.15	0	0.06	0.03	0.15	0.83	0.38	0.34	0.69	0.2	0.53	0.14	0	0.78	0	0	0
Lmo2	-	0	0	0	0.02	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.32	0
Lox	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Loxl3	-	0.01	0.03	0	0	0.01	0.23	0	0.05	0	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.38	0	0
Loxl4	-	0.86	0.04	0.22	0	0	0.06	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lpar6	-	0.45	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lphn3	-	0	0	0	0	0	0	0	0.17	0	0	0.21	0.73	0.37	0.33	0.04	0.09	0.03	0.06	0.05	0.01	0.06	0.05	0.75	0.93	-	-	-
Lpin1	-	0.01	0.22	0.32	0	0	0	0	0	0	0	0.13	0.56	0.24	0.64	0	0	0	0	0	0	0	0	0.94	0.17	0	0	0
Lpl	-	0	0	0	0	0	0	0	0	0.02	0	0.01	0.26	0.09	0.06	0.01	0.01	0.05	0.11	0.04	0.8	0.71	0.91	0.12	0	0	0	0
Lpp	-	0.62	0.01	0	0.01	0.11	0.01	0.04	0.01	0.07	0	0	0.72	0.3	0.88	0	0	0	0	0	0.01	0.01	0.08	-	-	0	0	0
Lrg1	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.1	0.01	0.03	0.26	0.39	0.17	0.33	0.61	0.5	0.12	0	0	-	-	-
Lrpap1	-	0.28	0.81	0.71	0.03	0	0	0	0	0	0	0.12	0.49	0.87	0.36	0	0	0	0	0	0	0	0	0.06	0.03	0	0	0
Lrr1	-	0.42	0.05	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lrrc2	-	0.62	0.64	0.04	0	0.12	0.1	0.01	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrrc36	-	0.07	0.03	0.32	0.02	0.02	0	0.38	0.14	0.04	0.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrrc38	-	0.6	0.88	0.45	0.01	0.3	0.08	0.32	0	0	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrrc4	-	0.63	0.02	0	0	0	0	0	0	0	0.04	0.01	0.64	0.04	0.33	0.44	0.21	0.01	0.09	0.02	0.75	0.05	0.08	-	-	0	0	0.02
Lrrc51	-	0.64	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lrrc59	-	0.5	0.97	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0
Lrrc66	-	0	0	0	0	0	0	0	0	0	0	0.19	0.51	0.03	0.59	0.02	0.66	0.08	0.18	0	0	0.04	0	-	-	-	-	-
Lrrc75b	-	0.14	0.77	0.87	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrrc8b	-	-	-	-	-	-	-	-	-	-	-	0.92	0.4	0	0.41	0.18	0.9	0.93	0.9	0.66	0.94	0.9	0.97	-	-	-	-	-
