Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
B3galt2	-	0.01	0	0	0.13	0.01	0.6	0.11	0.05	0.11	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.67	0.56	0.36
B3gat1	-	0	0.02	0	0.01	0.01	0.01	0.03	0.53	0.47	0.5	0.18	0.01	0.51	0.95	0.77	0.89	0.37	0.27	0.37	0.52	0.42	0.25	-	-	-	-	-
B3gnt5	-	0.03	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bace2	-	0.02	0.09	0.01	0	0.29	0.05	0.94	0.33	0	0	0.94	0.14	0.04	0.12	0.85	0.74	0.12	0.04	0	0.51	0.33	0.51	-	-	0.09	0.03	0
Bag3	-	0.02	0.1	0.07	0.08	0.92	0.11	0.22	0.09	0	0.05	0	0	0	0	0.83	0.2	0.07	0	0.83	0.22	0.19	0.89	0	0	0	0.04	0.07
Bai1	-	0.01	0	0.11	0.59	0.2	0.04	0.22	0.45	0.73	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.08	0	0
Baiap3	-	0.03	0.77	0.2	0	0	0	0.05	0	0.52	0.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Bak1	-	0.03	0	0.05	0.01	0.98	0.04	0.31	0.8	0	0	0.06	0.79	0.56	0.13	0.06	0.66	0.28	0.41	0.84	0.34	0.12	0.19	-	-	0	0.08	0
Bambi	-	0.62	0.93	0.2	0.09	0	0.75	0	0.12	0	0.03	0.64	0.58	0.38	0.24	0.78	0.95	0.72	0.65	0.39	0.77	0.99	0.52	-	-	0.75	0.01	0.01
BC005561	-	0	0.05	0.13	0	0.51	0.29	0.05	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
BC020402	-	0.67	0.66	0.8	0	0.01	0	0	0	0	0.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BC031361	-	0.29	0.34	0.8	0.44	0.06	0.04	0.43	0.75	0.7	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BC051142	-	0.57	0.05	0.2	0	0	0	0	0	0	0	0	0.27	0.04	0.01	0	0.01	0.28	0.21	0.08	0.76	0.66	0.03	-	-	-	-	-
BC065397	-	0.02	0	0	0.01	0	0	0	0.1	0	0.03	0.74	0.18	0.26	0.01	0.66	0.78	0.85	0.84	0.59	0.83	0.69	0.45	-	-	-	-	-
Bcap29	-	0.01	0	0.13	0.01	0	0.3	0	0.31	0	0	0	0	0	0	0	0	0	0.01	0	0.04	0.02	0.16	0	0	0	0	0
Bcl2l12	-	0.55	0.08	0	0	0	0	0	0	0	0	0.54	0.02	0.06	0.02	0.24	0.02	0.03	0.05	0.06	0.01	0.01	0.1	-	-	-	-	-
Bdkrb1	-	0.03	0.1	0.99	0.6	0.15	0	0.26	0.21	0.5	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Best3	-	-	-	-	-	-	-	-	-	-	-	0.41	0.6	0.01	0.12	0.82	0.88	0.89	0.95	0.91	0.52	0.94	0.99	-	-	-	-	-
Bloc1s1	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0.01	0	0.16	0	0	0	-	-	-	-	-
Bnc1	-	0	0	0	0	0	0	0	0	0	0	0.17	0.85	0.1	0.88	0.18	0.1	0.12	0.16	0.18	0.05	0.13	0.13	-	-	0	0	0
Bnc2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.25	0.68	0.35	0.25	0.21	0.4	0.67	0.45	0.83	-	-	-
Bora	-	0	0.04	0.24	0.28	0.03	0	0.42	0.03	0.02	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bspry	-	0.46	0.76	0.28	0.1	0.46	0.85	0.93	0.02	0.65	0.1	0.9	0.32	0	0.23	0.02	0.55	0.05	0.39	0.32	0.06	0.65	0.02	-	-	0.28	0.23	0.01
Bzrap1	-	0.05	0	0	0	0	0	0	0	0	0	0.29	0.88	0.01	0.52	0.01	0	0.01	0	0.08	0.03	0	0.15	0.02	0	-	-	-
C130046K22Rik	-	0.28	0.38	0	0.01	0	0.08	0.01	0	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C1s1	-	0.59	0.01	0.55	0.43	0.03	0.75	0.71	0.67	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.11	0
C2	-	0.01	0.04	0	0	0.01	0.07	0.01	0.01	0.98	0	0.15	0.39	0.36	0.74	0.31	0.78	0.67	0.39	0.48	0.01	0	0	-	-	0.8	0.48	0.39
C230052I12Rik	-	0.19	0.12	0	0	0	0	0	0	0	0	0.47	0.56	0.16	0.67	0.2	0.59	0.87	0.77	0.22	0.66	0.39	0	-	-	0	0	0
C920006O11Rik	-	0.99	0.02	0.06	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cacna1d	-	0	0.03	0	0	0	0	0	0	0	0	0	0.25	0.06	0	0.88	0.94	0.79	0.68	0.3	0.12	0.11	0	0.16	0.21	0	0	0
Cacna1e	-	-	-	-	-	-	-	-	-	-	-	0.56	0.94	0.37	0.04	0.55	0.25	0.17	0.51	0.27	0.36	0.6	0	-	-	-	-	-
Cacna1f	-	0.91	0.92	0.31	0.47	0.02	0.09	0.02	0.23	0.98	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cacna1g	-	0	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Cacnb4	-	0.01	0	0.01	0.31	0.75	0.92	0.95	0.32	0	0	0.14	0.01	0.04	0.13	0.79	0.19	0.26	0.01	0.06	0.14	0.16	0	-	-	0.39	0	0
Cacng5	-	0.02	0.06	0.03	0.32	0.04	0	0.02	0.85	0.99	0.02	0.21	0.2	0.08	0.64	0.35	0.52	0.04	0.04	0	0.29	0.27	0	-	-	0	0.01	0.01
Cacng8	-	0	0.02	0.01	0.03	0.28	0.01	0.14	0	0.02	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cadm3	-	0	0	0	0	0	0	0	0.49	0	0	0.17	0	0.01	0.01	0.11	0.11	0.22	0.23	0.12	0.21	0.3	0.18	0.03	0.53	0.24	0.01	0.04
Cadps	-	0	0	0	0	0	0	0	0.06	0.05	0.59	0.03	0	0	0.01	0	0	0.01	0	0	0	0	0	-	-	0.61	0	0
Calb2	-	0.01	0.01	0.06	0.66	0.29	0.86	0.07	0	0	0.26	0.51	0.6	0.34	0.44	0.85	0.64	0.32	0.99	0.29	0.5	0.34	0.84	-	-	0.32	0.07	0.02
Calr	-	0	0	0	0.7	0.01	0.58	0.7	0.06	0.48	0	0	0	0	0.49	0.05	0.07	0.07	0.03	0.32	0.02	0.03	0.01	-	-	0	0.01	0.08
Calu	-	0.89	0.76	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.11
Camk2a	-	0.03	0	0.21	0	0.84	0.02	0.7	0.02	0.13	0.21	0.33	0.31	0.34	0.2	0.05	0.27	0.07	0.1	0.7	0.53	0.68	0	-	-	-	-	-
Cap2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Capns1	-	0.17	0	0	0	0	0	0	0.62	0	0.04	0	0	0	0	0.24	0.05	0.02	0.01	0.78	0	0.02	0.91	-	-	0	0	0
Caprin2	-	0	0	0	0	0	0	0	0	0	0	0.48	0.47	0.49	0.94	0	0	0	0	0	0.03	0.04	0.91	0.29	0.41	0	0	0
Car12	-	0	0	0	0.04	0	0	0	0	0	0.5	0.17	0.39	0.07	0.21	0.17	0.31	0.78	0.01	0.27	0.39	0.27	0.1	-	-	0.02	0.04	0.11
Car4	-	0.92	0.52	0.12	0.09	0.03	0	0.04	0.07	0	0.08	0.98	0.38	0.84	0.83	0.91	0.5	0.56	0.52	0.15	0.26	0.56	0.02	0.36	0.01	0	0	0
Car9	-	0.99	0.38	0.06	0.52	0.07	0.68	0	0.11	0	0	0.81	0.67	0.02	0.22	0.85	0.67	0.49	0.73	0.01	0.5	0.41	0.29	-	-	0.44	0.04	0.8
Caskin1	-	0.4	0.08	0.16	0.29	0.98	0.37	0.57	0.76	0.12	0.02	0.2	1	0.67	0.31	0.15	0.02	0	0	0.02	0	0	0	0.13	0.05	-	-	-
Casp1	-	-	-	-	-	-	-	-	-	-	-	0.01	0.03	0.72	0.1	0.04	0.06	0.14	0.19	0.16	0.05	0.18	0.12	-	-	0.01	0.26	0.08
Casq1	-	0	0.11	0.14	0.13	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cass4	-	-	-	-	-	-	-	-	-	-	-	0.08	0.34	0.42	0.9	0.66	0.55	0.03	0.06	0	0.23	0.12	0.99	-	-	-	-	-
Catsper2	-	0.27	0.43	0.53	0.1	0.37	0.85	0.86	0.95	0	0.54	0.14	0.12	0.9	0.42	0.38	0.22	0.05	0.01	0.01	0	0	0	0.94	0.67	0.42	0.03	0.07
Cav3	-	0.01	0.04	0.01	0.03	0.01	0.01	0.02	0.05	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cbfb	-	0.24	0	0	0	0	0	0	0	0	0	0.76	0.21	0.02	0	0	0	0	0	0	0	0	0	0	0.94	0.64	0.08	0
Cbln3	-	0.12	0.82	0.43	0.27	0.25	0.47	0.02	0.66	0.39	0.44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cbr2	-	0.59	0.59	0.58	0.57	0.06	0.32	0.06	0.22	0.06	0	0	0.02	0.01	0.01	0.01	0.29	0.11	0.72	0.68	0.5	0.67	0.03	-	-	-	-	-
Ccdc158	-	0.55	0.34	0.03	0.04	0	0.05	0	0	0.36	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ccdc171	-	0.02	0.48	0.4	0.79	0.2	0.04	0.92	0.32	0.09	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ccdc184	-	0.03	0.68	0.05	0	0	0	0	0.04	0.12	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ccdc62	-	0.44	0.81	0.45	0.46	0.16	0	0.07	0.56	0.58	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ccdc65	-	-	-	-	-	-	-	-	-	-	-	0.3	0.41	0.52	0.1	0	0	0	0	0	0	0	0	-	-	0	0	0
Ccl17	-	-	-	-	-	-	-	-	-	-	-	0.78	0.72	0	0.56	0.01	0.44	0.21	0.42	0.24	0.2	0.49	0.45	-	-	0	0	0
Ccnyl1	-	0.12	0.4	0.01	0	0	0.04	0	0.92	0	0.85	0	0.01	0.03	0	0.85	0.42	0.35	0.02	0	0.01	0	0	0.09	0.04	-	-	-
Ccsap	-	0.86	0.06	0.05	0.2	0.02	0.17	0	0.36	0.12	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	0.11	0.09
Cd163	-	0.53	0.79	0.93	0.03	0	0.01	0	0	0	0.03	0.03	0.86	0.92	0.43	0	0.01	0.05	0.29	0	0	0	0.01	-	-	0	0	0
Cd244	-	-	-	-	-	-	-	-	-	-	-	0	0.3	0	0	0.68	0.61	0.98	0.72	0.92	0.78	0.41	0.98	-	-	0.08	0.07	0
Cd33	-	-	-	-	-	-	-	-	-	-	-	0.97	0.64	0	0.47	0.99	0.82	0.92	0.88	0.96	0.84	0.98	0.92	-	-	0.17	0.04	0.07
Cd86	-	0.55	0.76	0.2	0.03	0.88	0.06	0.9	0.99	0.31	0.28	0.29	0.56	0.02	0.96	0.12	0.77	0.37	0.42	0.7	0.63	0.33	0.01	-	-	0.01	0.03	0.23
Cd9	-	0.46	0.09	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0.01	0.57	0	0	0	0	0	-	-	0	0	0
Cda	-	0.2	0.58	0.27	0.25	0.01	0.02	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.14	0	0
Cdc14a	-	0.12	0.01	0	0.1	0	0.8	0	0.07	0	0.02	0.37	0.03	0.67	0.06	0.41	0.87	0.41	0.49	0.77	0.49	0.65	0.69	0.81	0.12	-	-	-
Cdc42ep2	-	-	-	-	-	-	-	-	-	-	-	0.36	0.31	0	0.91	0.09	0.13	0.55	0.21	0.67	0.31	0.18	0.18	-	-	-	-	-
Cdcp1	-	0	0.05	0	0	0	0	0	0	0.01	0.01	0	0	0.92	0.01	0.48	0.45	0.59	0.67	0.72	0.97	0.91	0.75	-	-	0.98	0.05	0
Cdh17	-	0.4	0.5	0.05	0	0	0.21	0	0	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Cdh18	-	-	-	-	-	-	-	-	-	-	-	0.01	0.02	0.67	0	0.5	0.88	0.73	0.78	0.83	0.58	0.67	0.53	-	-	-	-	-
Cdh23	-	0.27	0.21	0.47	0.92	0.87	0.65	0.56	0.53	0.02	0.61	0.11	0.35	0.03	0.69	0	0.03	0.01	0.02	0.04	0.13	0.14	0	-	-	-	-	-
Cdh8	-	0.1	0	0	0.03	0	0	0	0	0.28	0.04	0.06	0.06	0.03	0	0.25	0.68	0.87	0.42	0.98	0.36	0.78	0.71	0.02	0	0.03	0.01	0.35
Cdk14	-	0	0	0	0	0	0	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.75	0.13	0.01
Cdk2ap2	-	0.04	0.28	0.66	0.01	0	0	0	0.34	0.35	0.01	0	0	0	0	0	0	0	0	0.03	0.01	0.09	0	0	0	0.01	0	0.04
Cdk4	-	0.92	0.77	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl4	-	0.03	0.28	0.21	0.27	0.27	0.9	0.85	0.25	0.25	0.01	0.26	0.5	0.98	0.52	0.59	0.9	0.45	0.72	0.76	0.55	0.51	0.81	-	-	-	-	-
Cdkn2d	-	0	0	0.14	0.59	0	0	0	0	0	0	0	0.09	0	0	0.69	0.93	0.91	0.95	0.95	0.77	0.78	0.67	0.04	0.3	0	0	0
Cdrt4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.53
Celf1	-	0	0	0	0	0	0	0	0.59	0	0.12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Celsr1	-	0	0	0	0	0.12	0	0.01	0	0.03	0	0	0	0	0	0	0.87	0.58	0.62	0	0.66	0.7	0.01	0.01	0.13	0	0	0
Celsr2	-	0.3	0.12	0	0	0	0	0	0	0.69	0	0	0	0	0	0.13	0	0	0	0.36	0	0.12	0	-	-	0	0	0
Cemip	-	0	0	0	0.04	0	0.01	0	0.06	0.17	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cep128	-	0.64	0.16	0	0.61	0	0	0	0.25	0	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ces2g	-	0.05	0.67	0.07	0.03	0.03	0.12	0.06	0.36	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0.77
Cgn	-	0	0.01	0.02	0.11	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chac1	-	0.57	0.59	0.96	0.02	0.02	0.54	0.73	0.57	0.09	0	0.71	0.62	0.52	0.6	0.73	0.66	0.8	0	0.01	0.55	0.07	0.61	-	-	0.14	0.06	0.76
Chd5	-	0.01	0.25	0.95	0.71	0.04	0	0.72	0.07	0.46	0.14	0.43	0.47	0.68	0.64	0.66	0.55	0.81	0.42	0.14	0.38	0.53	0	-	-	-	-	-
Chd6	-	0.68	0.1	0.03	0.36	0.14	0	0.67	0.05	0.51	0	0.03	0.02	0.03	0.07	0.27	0.59	0.8	0.78	0.68	0.5	0.78	0.08	0.05	0	0.05	0.78	0.89
Chga	-	0	0	0	0.01	0.02	0.01	0	0.6	0.56	0	0.44	0.05	0.43	0.06	0.8	0.17	0.18	0.18	0.45	0.44	0.54	0.38	-	-	0	0	0.03
Chic1	-	0.11	0.11	0	0	0	0	0	0.05	0	0	0	0.11	0.03	0.55	0.55	0.28	0.65	0.57	0.41	0.85	0.35	0.7	-	-	0.41	0.64	0.09
Chn2	-	0.01	0.72	0.01	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Chpf	-	0	0	0	0.01	0.07	0.55	0.42	0.98	0.62	0.02	0	0.02	0.01	0.02	0.44	0.72	0.47	0.61	0.13	0.56	0.75	0.01	0.01	0	0	0	0
Chpf2	-	0.01	0.01	0.05	0.16	0	0.47	0	0.38	0.38	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Chrna6	-	0.59	0.11	0.1	0.11	0.23	0.9	0.04	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.15	0.2	0.16
Chrna7	-	0	0	0	0	0	0	0	0	0	0.04	0.14	0.16	0.06	0.62	0.81	0.72	0.47	0.24	0.4	0.52	0.58	0.09	0.09	0	-	-	-
Chrnb2	-	0	0	0	0	0	0	0	0.04	0	0	0.69	0.58	0.52	0.3	0.47	0.45	0.38	0.61	0.48	0.38	0.35	0.44	-	-	0	0.27	0
Chrnb4	-	0.04	0.18	0.09	0.93	0.47	0.04	0.64	0	0.12	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Chst1	-	0	0.05	0.04	0	0	0	0	0	0.1	0	0.01	0.1	0.22	0.77	0	0	0	0.01	0	0	0	0	0.23	0.44	0.38	0	0
Chst9	-	0.64	0.62	0.85	0.03	0.03	0.88	0.09	0.67	0.06	0	0.04	0.82	0.22	0.01	0.82	0.04	0.17	0.16	0	0.36	0.42	0.82	-	-	-	-	-
Ciita	-	0.42	0.74	0.91	0	0.86	1	0.29	0.08	0	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0.01
Cited1	-	0	0	0	0	0	0	0	0	0	0	0.14	0.09	0.46	0.02	0.81	0.13	0.1	0.32	0.27	0.09	0.1	0.2	-	-	0	0	0
Ckmt1	-	0.05	0.06	0.1	0.05	0	0.04	0	0.43	0.3	0.03	0.13	0.07	0.44	0.01	0.56	0.23	0.93	0.37	0.66	0.72	0.43	0.56	0.06	0.05	0.11	0.03	0.05
Clca4	-	0.73	0.01	0.76	0.2	0.58	0.04	0.2	0.02	0.09	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Clcn5	-	0.12	0	0	0	0	0.37	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Clcn6	-	0	0.01	0	0	0	0	0	0.01	0.48	0.15	0.1	0.03	0.02	0.06	0.59	0.94	0.67	0.82	0.87	0.7	0.61	0.83	0.01	0.58	0	0	0
Cldn26	-	0.53	0.52	0.36	0.21	0.06	0.77	0.33	0.16	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cldn3	-	0.04	0	0	0	0	0	0	0	0.03	0	0.14	0.66	0.13	0.98	0.17	0.39	0.17	0.11	0.09	0.26	0.2	0.21	0.38	0.46	0	0	0
Clec10a	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Clec2h	-	0.16	0.6	0.33	0.03	0.13	0.76	0.16	0.02	0.63	0.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Clic5	-	0.54	0.17	0.06	0	0	0	0	0	0	0	0.84	0.98	0.99	0.9	0.01	0	0	0	0	0	0	0	-	-	-	-	-
Clic6	-	0.05	0	0	0	0	0	0	0	0.07	0.09	0.9	0.19	0.35	0.87	0	0	0	0	0.01	0	0	0	0.13	0.01	-	-	-
Clmn	-	0.04	0.4	0.18	0.01	0	0	0.07	0	0.86	0	0.2	0.04	0.06	0.02	0.37	0.55	0.41	0.49	0.87	0.65	0.96	0.61	0.41	0.03	0	0.41	0.49
Clmp	-	0.11	0	0	0	0	0.02	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0	0.09
Clrn1	-	0	0	0	0	0	0	0	0.1	0	0	0.01	0.92	0.01	0.2	0.01	0	0.08	0.04	0.16	0	0	0	-	-	-	-	-
Cmah	-	0.53	0.4	0.68	0.88	0.91	0.73	0.95	0.89	0.04	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0.03
Cmbl	-	0.83	0	0	0.05	0.85	0.36	0.22	0.85	0	0	0.62	0.37	0.55	0.34	0.38	0.95	0.66	0.69	0.26	0.38	0.43	0.45	-	-	0.1	0	0
Cml3	-	0.38	0.33	0.52	0.31	0.38	0.78	0.62	0.01	0.49	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cngb3	-	0	0	0	0.37	0.1	0.12	0.04	0.01	0	0	0.8	0.12	0.02	0	0.11	0.92	0.82	0.82	0.8	0.58	0.4	0.22	0.82	0.09	0.3	0.02	0.01
Cnn1	-	-	-	-	-	-	-	-	-	-	-	0.57	0.08	0.01	0.57	0.65	0.27	0.96	0.44	0.85	0.36	0.78	0.18	0.42	0.71	-	-	-
Cntn2	-	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.08	0.33	-	-	-
Cntn3	-	0.02	0.07	0.02	0.05	0.01	0.37	0	0.08	0.26	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.84	0.05	0.69
Cntnap2	-	0	0	0	0.58	0.01	0.53	0	0	0.92	0.83	0	0	0	0	0.46	0.14	0.1	0.01	0.4	0	0	0	0.01	0	0	0	0
Col11a1	-	0	0	0	0	0	0.04	0	0	0	0	0.07	0.05	0.1	0.21	0.45	0.59	0.29	0.44	0.74	0.53	0.48	0.01	0	0.03	0	0	0
Col14a1	-	0	0	0	0	0	0	0	0	0	0	0.01	0.05	0.03	0	0	0.26	0.03	0.53	0.06	0.09	0.43	0.15	-	-	0	0	0
Col15a1	-	0.05	0	0	0	0.01	0.39	0.02	0.48	0.44	0.02	0.01	0.02	0.06	0.22	0.33	0.15	0.09	0.04	0.05	0.03	0.01	0.28	-	-	0	0.19	0.97
Col4a3	-	0.3	0.33	0.94	0	0	0	0	0	0	0	0.74	0.74	0.94	0.47	0	0	0	0	0	0	0	0	-	-	0.32	0	0
Col6a1	-	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0.01	0.01	0.05	0	-	-	0.64	0	0.01
Col9a2	-	0	0.02	0.04	0.04	0.19	0.66	0.09	0.01	0.01	0.01	0.4	0.79	0.42	0.97	0.26	0.33	0.49	0.48	0.34	0.27	0.16	0.16	-	-	0.11	0.55	0.55
Colec11	-	0	0	0	0	0.14	0.48	0	0.03	0	0	0.07	0.45	0.08	0.12	0.05	0.9	0.11	0	0	0.1	0.76	0.06	-	-	-	-	-
Colq	-	0.1	0.68	0.76	0.66	0.34	0.39	0.73	0.23	0.19	0.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Coq10b	-	0.04	0	0.71	0.06	0.64	0.04	0.83	0	0.07	0	0.99	0.18	0.66	0.4	0.02	0.2	0.21	0.47	0.11	0.48	0.44	0.01	-	-	-	-	-
Coro2b	-	0	0	0	0	0	0	0	0	0	0	0.83	0.94	0.38	0.58	0	0	0	0	0	0	0	0	-	-	0	0	0
Cplx1	-	0	0	0	0	0	0.01	0.01	0.2	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.01	0.07	0.11
Cpm	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cpsf4l	-	-	-	-	-	-	-	-	-	-	-	0.04	0.98	0.54	0.29	0.53	0.38	0.78	0.31	0.72	0.4	0.44	0.35	-	-	0.2	0.03	0.03
Cr2	-	0.79	0.18	0.65	0.15	0.2	0.23	0.83	0.95	0.59	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Creb3l1	-	0	0	0.01	0.01	0	0	0	0.07	0.02	0	0.54	0.35	0.6	0.53	0.95	0.53	0.67	0.11	0.13	0.1	0.68	0.68	-	-	0	0	0
Crhbp	-	0.77	0.08	0.06	0.08	0	0	0	0	0	0.1	0.78	0.68	0.73	0.61	0.07	0.02	0.4	0	0	0.12	0.67	0.05	-	-	-	-	-
Crispld1	-	0	0	0	0	0	0	0	0	0	0	0.45	0.32	0.3	0.02	0.15	0.97	0.63	0.69	0.97	0.83	0.46	0.67	-	-	0	0	0
Crocc	-	0	0	0	0	0	0	0	0	0.35	0	0.06	0.08	0.35	0.01	0.63	0.95	0.92	0.8	0.47	0.93	0.83	0.88	0.65	0.05	0	0.01	0.02
Crtac1	-	0	0	0	0	0	0	0	0.37	0.02	0.11	0.34	0.56	0.15	0.42	0.3	0.26	0.82	0.1	0	0.09	0.15	0.23	-	-	0	0	0
Cry2	-	0.76	0.82	0.23	0	0	0	0	0	0	0.03	0.37	0.4	0.28	0.1	0	0	0	0	0	0.03	0.04	0	0.04	0.23	0	0	0
Crybb3	-	0	0	0	0	0	0	0	0	0	0	0.83	0.8	0	0.5	0	0	0	0	0	0	0	0	0.26	0	0	0	0
Cryl1	-	0.03	0.11	0.04	0.3	0	0.07	0	0.55	0.68	0.43	0.04	0.01	0	0.18	0	0.04	0.07	0.03	0.04	0.02	0.06	0.01	-	-	0.06	0.54	0.15
Csmd3	-	0.4	0.02	0.07	0	0.02	0.43	0.1	0.69	0.82	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Csrnp3	-	0	0	0	0	0	0.18	0	0.02	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ctnnd2	-	0	0	0	0	0	0	0	0	0	0	0.22	0.01	0.03	0.07	0	0	0	0	0	0	0	0	0.37	0	0	0	0
Ctsb	-	0.61	0.04	0.06	0.27	0.28	0.08	0.14	0.85	0.82	0	0	0.66	0.09	0.99	0.02	0.84	0.65	0.86	0	0.45	0.22	0.35	0.05	0.02	0	0	0
Ctse	-	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Ctsk	-	0.02	0.03	0.18	0.73	0.14	0.79	0.93	0.03	0.47	0.01	0.02	0.05	0.04	0.05	0.26	0.28	0.15	0.06	0.52	0.21	0.18	0.07	-	-	0	0	0
Ctsw	-	-	-	-	-	-	-	-	-	-	-	0.79	0.44	0.07	0.59	0.03	0.5	0.56	0.42	0.26	0.48	0.77	0	-	-	0.12	0	0
Cttn	-	0.01	0	0.03	0	0	0	0	0	0	0.26	0.01	0.47	0.04	0.65	0.11	0.02	0.07	0.02	0.33	0.41	0.24	0.76	0.44	0.46	0	0	0
