Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Hlx	-	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0.35	-	-	0	0	0
Hmcn1	-	0	0	0	0.11	0.54	0.81	0.5	0	0	0.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hmgn1	-	0.14	0.91	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0.08	0.32
Hnrnph3	-	0.82	0	0	0	0	0	0	0	0	0	0.02	0.51	0.34	0.71	0	0	0	0	0	0	0	0	-	-	0	0.11	0.03
Hpcal1	-	0.23	0.56	0.72	0	0.02	0.47	0.01	0.2	0.15	0.17	0	0.38	0.81	0	0.4	0.99	0.61	0.89	0.77	0.76	0.75	0	0	0.32	0.08	0.21	0
Hpse	-	0	0.63	0.23	0.22	0.22	0.72	0.01	0.99	0.83	0	0.91	0.2	0.61	0.94	0.67	0.42	0.42	0.61	0.65	0.45	0.66	0.33	-	-	-	-	-
Hs3st3a1	-	0	0.01	0	0.97	0	0.22	0.01	0	0	0.14	0	0	0	0	0	0	0	0.08	0.01	0	0	0.01	0	0	0.67	0.91	0.65
Hs6st3	-	-	-	-	-	-	-	-	-	-	-	0.66	0.06	0.09	0.12	0.21	0.08	0.45	0.43	0.73	0.83	0.56	0	-	-	-	-	-
Hspa5	-	0.44	0.07	0	0	0	0	0	0	0.38	0	0	0	0	0	0.78	0.88	0.93	0.82	0.64	0.91	0.85	0.74	0	0	0	0	0
Hspb8	-	0.02	0	0	0.81	0.02	0.82	0.13	0.16	0.05	0.21	0	0	0	0	0.24	0.93	0.88	0.22	0.43	0.7	0.08	0.94	0	0	0.07	0	0
Hspe1	-	0.57	0.28	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0.88	0.07	0.97	0	0.15	0.02	0.86	-	-	0.04	0.07	0.28
Htr7	-	0.14	0.08	0.48	0	0.02	0.01	0.14	0.39	0.54	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Htra4	-	0.39	0.91	0.73	0.98	0.59	0.53	0.25	0.07	0	0	0.65	0.71	0.61	0.38	0	0.01	0.06	0.53	0	0.16	0.23	0.39	-	-	-	-	-
Id2	-	0.58	0.22	0	0	0.05	0	0	0	0.02	0	0	0	0.01	0	0	0	0.02	0.12	0.04	0.2	0.15	0.91	0	0.57	0.01	0	0
Id4	-	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.92	0.02	0.26	0	-	-	0.12	0.81	0.32
Idi1	-	0.77	0.08	0.67	0.52	0.19	0	0	0.03	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.57	0	0.81
Ifi202b	-	0.02	0.09	0	0	0.01	0.26	0.01	0.07	0.33	0.27	0.66	0.43	0.74	0.62	0.12	0.59	0.25	0.64	0.78	0.8	0.82	0.39	-	-	0.01	0.01	0.03
Ifi35	-	0	0.46	0.34	0.93	0.83	0.01	0.14	0.99	0	0	0.55	0.15	0.99	0.45	0.57	0.3	0.15	0.54	0.86	0.06	0.06	0.38	-	-	0	0	0
Ifitm2	-	0.85	0.59	0.73	0.38	0	0	0	0.03	0	1	0.05	0	0.87	0.02	0.2	0.14	0.1	0.04	0.05	0.07	0.15	0.01	0	0	0.93	0	0
Ifitm6	-	0.88	0.32	0.6	0.38	1	0.04	0.63	0	0.14	0.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.58	0.22	0.8
Ifnar2	-	0.01	0.01	0.92	0	0	0	0.01	0.02	0.45	0.42	0.58	0.36	0.51	0.22	0.92	0.67	0.88	0.72	0.11	0.78	0.44	0.08	0.13	0.15	0.59	0.01	0.76
Igfals	-	0.08	0	0	0.06	0.05	0.1	0.01	0.06	0	0	0.38	0.87	0.09	0.66	0	0	0	0	0	0	0	0	-	-	0.14	0.24	0.23
Igfbp4	-	0	0.25	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf1	-	0	0.01	0	0.01	0	0.01	0	0	0.58	0.04	0.65	0.54	0.36	0.5	0.21	0.45	0.53	0.41	0.78	0.47	0.56	0.25	-	-	-	-	-
Il12rb2	-	0.3	0.73	0.57	0.57	0.68	0.31	0.48	0.07	0.89	0.38	0.66	0.14	0.06	0.32	0.92	1	0.98	0.88	0.86	0.82	0.89	0.99	-	-	0.04	0.9	0.06
Il17rb	-	0.47	0.48	0.25	0.22	0.28	0.81	0.13	0.13	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0.04	0.24
Il1rl2	-	-	-	-	-	-	-	-	-	-	-	0.79	0.55	0.88	0.36	0.3	0.24	0.19	0.27	0.59	0.24	0.16	0	-	-	-	-	-
Il21r	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.46	0.04	0.06
Il3ra	-	-	-	-	-	-	-	-	-	-	-	0.48	0.82	0.81	0.35	0	0.09	0.01	0.01	0.46	0.01	0.26	0.1	-	-	0.02	0.08	0.94
Il7r	-	0.79	0.83	0.56	0.71	0.11	0.44	0.29	0.07	0.15	0.39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Impa2	-	0	0	0	0	0	0	0	0	0	0	0.59	0.09	0.19	0.6	0.01	0.01	0	0	0	0.01	0.01	0	0.01	0.08	0.84	0	0
Inhba	-	0	0	0	0.28	0.96	0.31	0.06	0.8	0	0	0.49	0.74	0.42	0.28	0	0	0	0	0	0	0	0	-	-	0	0	0
Ino80dos	-	0	0	0	0	0	0	0	0	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Inpp5j	-	0.47	0.47	0.79	0.03	0.22	0.15	0.76	0.42	0.29	0.93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Insm1	-	0	0	0	0.1	0	0.01	0	0.7	0	0	0	0	0	0	0	0.01	0.45	0.11	0	0	0	0	-	-	0.15	0.74	0.01
Ipw	-	0	0	0.57	0.05	0.66	0.07	0.82	0	0.68	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Iqck	-	0.25	0.48	0.74	0.1	0.13	0.07	0.36	0.66	0.25	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Iqsec1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Iqsec3	-	0	0.34	0.55	0.46	0	0.09	0.02	0	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Itga6	-	0.03	0	0	0	0	0	0	0	0	0	0.15	0.41	0.03	0.18	0	0.44	0.23	0.28	0	0.1	0.01	0.44	0.06	0.38	0	0	0
Itgal	-	0.02	0	0.01	0.01	0.25	0.42	0	0.01	0.78	0.31	0.08	0	0	0.01	0.15	0.29	0.9	0.76	0.51	0.74	0.89	0.99	-	-	-	-	-
Itih5	-	0.1	0.11	0.01	0.01	0	0.1	0	0	0	0.25	0	0.21	0	0.12	0.8	0.82	0.3	0.76	0.76	0.98	0.7	0.89	-	-	0.02	0.17	0.56
Itpkc	-	0.42	0.65	0.44	0.49	0.05	0	0.07	0.03	0.24	0.33	0	0	0	0	0.03	0.01	0.02	0.28	0.08	0.55	0.41	0.45	0	0	-	-	-
Itpr1	-	0.1	0	0	0.01	0.73	0.24	0.82	0	0	0	0	0.75	0.02	0.62	0.97	0.28	0	0	0	0	0	0	0.53	0.06	0.02	0	0
Jak3	-	0.13	0	0.05	0.01	0.09	0.98	0.23	0.41	0.12	0.1	0.01	0.03	0.01	0	0.05	0.14	0.19	0.94	0.34	0.96	0.96	0.07	-	-	-	-	-
Jpx	-	0.1	0.1	0.03	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kat6b	-	0.93	0.19	0.8	0.75	0.04	0.14	0.22	0	0.97	0.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Katnal2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kbtbd3	-	0.68	0.18	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcna1	-	0.67	0.21	0.22	0.01	0	0	0	0.03	0.94	0.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcna2	-	0.7	0.68	0.03	0.99	0.13	0.34	0.08	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnc1	-	0.46	0.61	0.5	0.01	0.46	0	0.76	0.91	0.15	0.2	0.2	0.08	0.09	0.03	0.09	0.02	0.74	0.31	0.25	0.03	0.77	0.62	-	-	-	-	-
Kcnc2	-	0.04	0.08	0.1	0.4	0.84	0.75	0.23	0.07	0.6	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnd2	-	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0.02	0.01	0.04	0.04	0.04	0.02	0	-	-	0	0	0
Kcne2	-	0	0	0	0.05	0	0	0	0.01	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnh5	-	0.97	0.48	0.18	0.42	0.62	0.03	0.7	0.73	0.61	0.45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnip4	-	0.69	0.25	0.92	0.06	0.18	0.04	0.03	0.55	0.63	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.06	0.06	0.45
Kcnj12	-	0	0	0	0	0	0	0	0	0	0	0.45	0.48	0	0.29	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Kcnj13	-	0.92	0.34	0.81	0.62	0	0	0.05	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kcnk1	-	0	0.09	0.04	0.47	0.93	0.06	0.09	0.26	0	0	0.09	0	0.1	0	0.77	0.77	0.79	0.86	0.03	0.91	0.82	0.05	0	0.01	0	0	0
Kcnk3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Kcnk5	-	0.02	0.65	0	0.24	0	0.63	0	0	0	0.63	0.19	0.8	0.51	0.66	0.02	0.07	0.04	0.1	0.12	0.23	0.27	0.08	0.97	0.63	0.02	0.01	0.02
Kcnk6	-	0.28	0.05	0.01	0.89	0.01	0	0	0	0	0	0	0.01	0.65	0.41	0.03	0.01	0.01	0.01	0.03	0.02	0.01	0.02	-	-	-	-	-
Kcnma1	-	0.03	0.94	0.04	0	0	0	0	0.01	0.17	0.44	0.24	0.7	0.95	0.82	0.01	0	0	0	0	0.06	0.1	0.02	-	-	0	0	0
Kdelr2	-	0.38	0.1	0	0	0	0	0	0	0.06	0	0	0	0	0	0.62	0	0.02	0	0.17	0	0	0.01	0	0	0	0	0
Kdelr3	-	0	0	0	0	0	0	0	0	0	0	0.39	0.19	0.88	0.04	0.07	0.81	0.57	0.16	0.51	0.03	0.03	0.73	-	-	0	0	0
Kif1a	-	0.05	0.11	0	0	0	0	0	0	0	0	0.12	0.38	0.08	0.16	0	0	0	0	0	0	0	0	-	-	0.11	0	0
Kif26b	-	0	0	0	0.33	0.41	0.38	0.83	0	0.01	0	0.02	0	0	0	0.41	0.09	0.91	0.43	0.38	0.66	0.25	0.03	-	-	-	-	-
Kif5a	-	0	0	0	0	0	0.01	0	0.54	0.06	0	0	0	0	0	0.01	0.01	0.01	0	0	0.06	0.02	0.03	-	-	-	-	-
Kif6	-	0.06	0.01	0.02	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Kifc2	-	0.69	0.55	0.96	0.01	0.35	0	0.83	0	0.01	0	0.93	0.05	0.29	0.22	0.12	0.01	0.11	0	0.15	0.07	0.11	0	-	-	0.93	0.06	0.01
Kifc5b	-	0	0.02	0.82	0.15	0.1	0.35	0.06	0	0.22	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.32	0.5	0.74
Kl	-	-	-	-	-	-	-	-	-	-	-	0.3	0	0	0	0.93	0.99	0.99	0.98	1	0.98	0.98	0.96	-	-	0	0.73	0.2
Klf2	-	0	0	0.01	0.01	0.86	0.83	0.57	0.1	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	-	-	0.3	0.01	0.03
Klf6	-	0	0	0	0.06	0.07	0.13	0	0.81	0.01	0	0	0	0.09	0.28	0.07	0.15	0.1	0.14	0.28	0.02	0.03	0.37	0.11	0.8	0	0	0
Klhl2	-	0.24	0.05	0.11	0.01	0.15	0.38	0	0.08	0.77	0.25	0.01	0	0.04	0	0.66	0.95	0.85	0.94	0.87	0.84	0.94	0.65	0	0.02	0	0	0
Klhl6	-	0.13	0.9	0.9	0.32	0.79	0.77	0.08	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Klra2	-	0.48	0.27	0.91	0.35	0.45	0.88	0.92	0.8	0.34	0.35	0.44	0.7	0.69	0.14	0.47	0.63	0.48	0.76	0.62	0.74	0.38	0.97	-	-	-	-	-
Kmt2c	-	0.12	0.65	0.93	0.01	0	0	0	0.03	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.08	0.06	0.01
Kndc1	-	0.78	0.31	0.72	0.26	0.24	0.92	0.05	0.37	0.37	0.17	0.52	0.3	0.35	0.31	0.46	0.74	0.68	0.74	0.73	0.99	0.94	0.49	-	-	-	-	-
Krt12	-	0.54	0.46	0.62	0.23	0.98	0.83	0.86	0.46	0.22	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Krt14	-	0.36	0.4	0.38	0.17	0.47	0.7	0.94	0.02	0.14	0.83	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Krt17	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0.04	0	0	0.05	0.37	0	-	-	0.02	0.37	0.25
Krt80	-	0.61	0.69	0.08	0.3	0.04	0.92	0.17	0.08	0.5	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.38	0.03
Krtcap2	-	0.59	0.02	0	0	0	0	0	0	0	0.04	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ksr2	-	-	-	-	-	-	-	-	-	-	-	0.22	0.51	0.26	0.5	0.86	0.97	0.44	0.75	0.77	0.48	0.44	0.13	-	-	-	-	-
Lama2	-	0	0	0	0.01	0.48	0.08	0	0.51	0	0	0.24	0.07	0.03	0.04	0.25	0.01	0	0	0	0	0	0	-	-	0.07	0.93	0.31
Lamp3	-	-	-	-	-	-	-	-	-	-	-	0.06	0.25	0.42	0.62	0.05	0.08	0.13	0	0	0	0	0	-	-	-	-	-
Lcat	-	0.58	0.71	0.64	0.16	0	0.86	0.02	0.98	0	0.23	0.32	0.33	0.26	0.34	0.25	0.25	0.73	0.21	0.36	0.53	0.62	0.86	-	-	0.23	0.02	0.01
Lcor	-	0.64	0.92	0	0	0	0	0	0	0	0	0.03	0.22	0.02	0	0.98	0.87	0.28	0.65	0.46	0.62	0.49	0.33	-	-	0	0	0
Ldb2	-	0	0	0	0	0	0.34	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Ldlr	-	0	0.01	0.01	0.63	0.46	0.01	0.03	0.17	0.7	0.1	0.03	0.01	0.02	0.05	0.73	0.46	0.55	0.39	0.54	0.5	0.95	0.45	0.56	0.04	0	0	0
Letm2	-	0.15	0.48	0.4	0.18	0.1	0.02	0.04	0.1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lgals12	-	0.14	0.29	0.74	0.12	0.9	0.77	0.47	0.68	0.27	0.53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Lgals3	-	0.27	0.44	0.21	0	0	0	0	0	0	0	0.7	0.41	0.27	0.41	0	0	0	0	0	0	0	0	-	-	0	0	0
Lgals9	-	0.19	0.14	0.13	0.36	0.07	0.14	0.34	0.18	0.84	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0.11	0.02
Lgi3	-	0.73	0.2	0.19	0.51	0.47	0.11	0.44	0	0.72	0.06	0.01	0.01	0	0	0.73	0.68	0.55	0.05	0.01	0.31	0.38	0	-	-	-	-	-
Lgmn	-	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.4	0.1
Limch1	-	0.15	0	0	0.03	0.63	0.1	0.95	0	0.16	0	0	0	0	0	0	0	0	0	0.45	0.01	0.09	0.51	0.01	0.02	0.97	0	0.44
Lin7b	-	-	-	-	-	-	-	-	-	-	-	0.26	0.69	1	0.37	0.69	0.95	0.82	0.49	0.85	0.63	0.85	0.58	-	-	0.01	0	0
Lonrf3	-	0	0	0	0.82	0.09	0.68	0	0.07	0	0	0.93	0.06	0.12	0.04	0.34	0.11	0.23	0.04	0.09	0.04	0.27	0	-	-	-	-	-
Lphn1	-	0.55	0.46	0.9	0.02	0.35	0	0.13	0.21	0.57	0	0.95	0.98	0.38	0.45	0.74	0.33	0.45	0.66	0.62	0.41	0.45	0.02	-	-	0	0	0
Lrat	-	0.99	0.64	0.39	0.93	0.69	0.93	0.96	0.04	0.14	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	0.84	0.16
Lrrc23	-	0.76	0.77	0.46	0	0.03	0	0.06	0	0.09	0.66	0.53	0.01	0.15	0.87	0.09	0.56	0.31	0.8	0.51	0.43	0.45	0.31	-	-	0.03	0	0
Lrrc3	-	0.01	0.01	0	0	0	0	0	0.02	0.11	0	0.2	0.22	0.28	0.08	0.25	0.42	0.21	0	0.15	0	0.01	0.35	-	-	-	-	-
Lrrn2	-	0.46	0.23	0.52	0.87	0.9	0.71	0.34	0.02	0.52	0.5	0.27	0.27	0.44	0.58	0.28	0.53	0.52	0.46	0.44	0.41	0.32	0.34	-	-	-	-	-
Lrrtm3	-	0.62	0.39	0.78	0.07	0.25	0.1	0.01	0.39	0.61	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lrtm1	-	0.96	0	0	0	0.37	0.28	0.63	0.99	0.1	0	0.17	0.08	0.49	0.08	0.58	0.96	0.74	0.57	0.3	0.89	0.62	0.49	-	-	-	-	-
Lsm8	-	0.45	0	0	0	0	0	0	0	0	0	0.38	0.48	0.56	0.06	0	0	0	0	0	0	0	0	-	-	0	0	0
Lst1	-	0	0.46	0.26	0	0.59	0.1	0.7	0.62	0.33	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.17	0.36	0.09
Ltf	-	0.16	0.41	0.43	0	0	0	0	0	0.03	0.14	0.92	0.73	0.89	0.78	0	0	0	0	0	0	0	0	-	-	0.72	0.07	0.01
Lurap1l	-	0	0	0.01	0.32	0.83	0	0.63	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Luzp2	-	-	-	-	-	-	-	-	-	-	-	0.37	0.13	0.02	0.74	0.53	0.97	0.16	0.54	0.08	0.39	0.81	0	-	-	-	-	-
Ly9	-	-	-	-	-	-	-	-	-	-	-	0.15	0.29	0.43	0.3	0.49	0.74	0.91	0.6	0.02	0.66	0.52	0.33	-	-	-	-	-
Lyl1	-	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0.01	0.03	0	0.01	0.03	0.05	0	0.03	0.07	0.05	-	-	0	0	0
Lypla2	-	0.22	0.52	0.06	0.1	0.43	0	0.24	0.03	0.08	0.01	0	0	0	0	0.05	0.02	0.01	0.01	0.05	0.02	0.02	0.01	0	0	0	0	0
Macf1	-	0.36	0.01	0	0.09	0.02	0	0.01	0.63	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Macrod2	-	0.67	0.06	0	0.84	0.12	0	0.01	0.05	0.09	0.88	0.86	0.55	0.8	0.15	0.72	0.81	0.62	0.66	0.09	0.33	0.47	0.59	0	0.72	0.79	0.4	0.85
Mad2l1bp	-	0.53	0	0	0.02	0	0	0	0	0	0	0	0.45	0.08	0.9	0.03	0.01	0	0	0.01	0	0.01	0	-	-	0	0	0
Madcam1	-	0.29	0.06	0.46	0	0	0.26	0	0.03	0.53	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Malat1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Man2a2	-	0	0	0	0	0	0	0	0.33	0	0	0.42	0.69	0.77	0.35	0.94	0.68	0.17	0.52	0.35	0.47	0.18	0	-	-	-	-	-
Map2k3os	-	0.58	0.61	0.51	0.57	0.06	0.16	0.01	0	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.16	0	0.01
Map3k13	-	-	-	-	-	-	-	-	-	-	-	0.21	0.32	0.01	0.04	0.49	0.45	0.6	0.36	0.02	0.14	0.03	0.08	-	-	-	-	-
Map6d1	-	0.03	0	0	0	0	0	0	0	0.02	0.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Map7	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mapk10	-	0	0	0	0	0	0.06	0	0.09	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mapt	-	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	-	-	0.33	0	0
Masp1	-	0	0	0	0	0	0	0	0	0	0	0.25	0.81	0.15	0.37	0.14	0.31	0.17	0.1	0.2	0.18	0.39	0.04	0.48	0.94	0	0	0
Matn3	-	0.05	0	0.84	0	0.01	0.01	0.01	0.01	0.06	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mb21d1	-	0.15	0.32	0.11	0.81	0.21	0.63	0.7	0.53	0.61	0.12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mblac1	-	0.49	0.01	0.18	0.41	0.47	0.07	0.68	0.22	0.22	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mcam	-	0.11	0.77	0.37	0.01	0.63	0	0.62	0.92	0	0	0.19	0.56	0.01	0	0.9	0.7	0.83	0.36	0.23	0.26	0.3	0.47	0.26	0.27	0.97	0.98	0.48
Mchr1	-	0.13	0.26	0.14	0	0	0	0	0.04	0.37	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mctp1	-	0.79	0.25	0.94	0.54	0.24	0.43	0.48	0.27	0.85	0.86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mdm4	-	0	0	0	0	0	0	0	0.03	0.18	0	0	0	0	0	0.45	0.88	0.78	0.84	0.97	0.68	0.63	0.18	0	0	0	0	0
Med12l	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Mef2c	-	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.7	0.07	0.03
Megf9	-	0.25	0.02	0.01	0	0	0	0	0	0	0	0.57	0.82	0.19	0.64	0	0	0	0	0	0	0	0	0.96	0.07	-	-	-
Mertk	-	0	0	0	0	0	0.01	0	0	0.97	0	0.02	0.11	0.47	0.02	0.1	0.02	0.06	0.08	0.19	0.18	0.25	0.57	-	-	0	0	0
Mex3c	-	0.01	0	0	0.02	0	0	0	0	0	0	0	0.02	0.04	0.02	0.75	0.74	0.76	0.63	0.81	0.81	0.82	0.63	0	0	-	-	-
Mgll	-	0.11	0.17	0.03	0	0.07	0.04	0.1	0.63	0	0	0.6	0.36	0.79	0.61	0.21	0.13	0.21	0	0.17	0	0.05	0	-	-	0	0.04	0.04
Mia	-	0	0	0	0	0	0	0	0	0	0.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Mical1	-	0.2	0.01	0	0	0	0	0	0	0	0	0.01	0.19	0.83	0.73	0.1	0.19	0.12	0.29	0.16	0.16	0.18	0.2	0	0.26	0.06	0	0.02
Mical3	-	0	0	0	0.01	0	0	0.01	0.95	0.55	0.03	0.14	0	0	0.08	0.2	0.88	0.93	0.36	0.1	0.34	0.54	0.54	0.36	0.24	-	-	-
Mirg	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mitf	-	0	0	0	0	0	0	0	0	0	0	0	0.14	0.58	0.55	0.89	0.94	0.95	0.92	0.98	0.99	0.94	0.98	0	0	0	0	0
Mkrn3	-	0.02	0.24	0.09	0	0.05	0	0.01	0.96	0.04	0.07	0.3	0	0.5	0	0.18	0.52	0.58	0.65	0.06	0.74	0.58	0.62	0	0.46	0.01	0	0
Mlana	-	0.38	0.94	0.29	0.14	0	0	0.01	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mlc1	-	0.36	0.24	0.57	0.48	0.27	0.31	0.66	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.68	0.09	0.18
Mlph	-	0.11	0.27	0.61	0.95	0.73	0.16	0.31	0.51	0.1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.05	0.01
Mphosph6	-	0.02	0.32	0.14	0.05	0	0.03	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0.09	0	0	0	0
Mpp1	-	0	0	0	0	0	0	0	0	0	0	0.59	0.4	0.49	0.4	0.04	0.07	0.09	0.07	0.09	0.12	0.13	0.05	0.01	0	0.01	0	0
Mrc2	-	0	0	0	0	0	0	0	0	0	0	0.98	0.97	0.36	0.33	0.46	0.39	0.89	0.39	0.96	0.39	0.68	0	0.46	0.94	0	0	0
Mrpl12	-	0.2	0.28	0.56	0.01	0	0	0	0	0	0	0.04	0.18	0.03	0	0.1	0	0.01	0	0	0	0.01	0	-	-	0.19	0	0.01
Mrpl33	-	0.04	0.11	0.71	0.75	0.76	0.67	0.3	0.09	0	0.01	0	0	0	0	0.07	0.95	0.49	0.48	0.2	0.84	0.42	0.22	0	0	0	0	0
Mrps18b	-	0.1	0.6	0.91	0.37	0.39	0.01	0	0.13	0.03	0	0	0	0	0	0.77	0.11	0.07	0	0	0	0	0	0	0	0.71	0.01	0.01
Ms4a6c	-	0.24	0.99	0.53	0	0.04	0.06	0.44	0.37	0.83	0.36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.92	0.27	0.01
Ms4a8a	-	0.46	0.36	0.81	0.07	0.18	0.96	0.47	0.23	0.11	0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Msmo1	-	0.67	0.12	0.45	0	0.07	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.03	0.03
Msrb1	-	0.08	0	0	0.32	0.05	0	0.22	0.97	0.67	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.04	0.02
