Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Depdc1b	-	0.02	0	0	0	0	0	0	0	0	0	0.92	0.03	0.9	0	0	0.01	0.01	0	0	0	0	0	0	0.73	-	-	-
Dgat2	-	0.01	0.66	0.86	0.39	0.22	0.88	0.06	0.04	0.11	0.31	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.2	0.01	0.18
Dgkb	-	0	0	0	0	0	0	0	0	0	0	0.99	0.43	0	0.01	0.07	0.27	0.34	0.34	0.04	0.18	0.22	0	-	-	-	-	-
Dhfr	-	0.05	0.91	0	0	0	0	0	0	0	0	0.47	0	0	0.08	0.99	0.95	0.98	0.97	0.93	0.94	0.98	0.94	0	0.09	0.06	0.95	0.06
Dhh	-	0.85	0.48	0.61	0.43	0.75	0.71	0.48	0.11	0.03	0.01	0.22	0.23	0.82	0.11	0.7	0.66	0.53	0.62	0.16	0.66	0.55	0.1	-	-	-	-	-
Dhx32	-	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0
Dhx58	-	0.2	0.53	0.71	0.86	0.13	0.21	0.55	0.01	0	0.68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Diap3	-	0.12	0.03	0	0	0	0.04	0	0	0	0.01	0	0.09	0.25	0.13	0.45	0.51	0.23	0.18	0.56	0.44	0.32	0.3	0.01	0.11	0	0	0
Dis3	-	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.9	0.64	0.3	0.42	0.78	0.46	0.52	0.47	0	0	0	0	0
Dixdc1	-	0	0	0.18	0.37	0.08	0.74	0.29	0.27	0.05	0	0.35	0.08	0.14	0.01	0.03	0.98	0.97	0.96	0	0.88	0.97	0.11	-	-	0.56	0.08	0
Dkk2	-	0	0.52	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Dkk3	-	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlgap5	-	0.31	0.29	0	0	0	0	0	0	0	0	0.01	0.04	0.03	0.05	0.69	0.12	0.19	0.11	0.14	0.1	0.09	0.07	-	-	0	0	0
Dmrta2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Dmtn	-	0	0	0.75	0	0	0.01	0	0.01	0.04	0.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.74	0.24	0.28
Dna2	-	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.62	0.8	0.94	0.69	0.89	0.83	0.95	0	0	0	0	0
Dnajc9	-	0.62	0.05	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.34	0	0
Dnase2b	-	0.13	0.75	0.84	0	0	0	0	0	0	0	0.77	0.67	0.52	0.84	0	0	0	0	0	0	0	0	-	-	0	0	0
Dnmt1	-	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0.38
Dnph1	-	0.1	0.1	0.91	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.14	0	0
Dock10	-	0.11	0.04	0.15	0.09	0.01	0.09	0.01	0	0	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dock11	-	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.57	0.93	0.95	0.88	0.91	0.8	0.94	0.77	0.94	0.13	-	-	-
Dok1	-	0.53	0.63	0.21	0.26	0.3	0.01	0.02	0.14	0	0.08	0.69	0.01	0	0	0.52	1	0.9	0.76	0.92	0.86	0.85	0.94	0.45	0.04	0.1	0	0
Dok5	-	-	-	-	-	-	-	-	-	-	-	0.05	0.05	0.14	0.29	0.19	0.79	0.69	0.48	0.85	0.54	0.89	0.13	0.37	0.07	-	-	-
Donson	-	0.58	0.12	0	0	0	0	0	0	0	0	0.2	0.91	0.82	0.83	0.18	0.2	0.21	0.32	0.05	0.13	0.31	0.07	0.39	0.01	0.84	0.04	0.13
Dpep2	-	-	-	-	-	-	-	-	-	-	-	0.24	0.15	0.09	0.4	0.02	0.49	0.19	0.99	0.49	0.27	0.66	0.56	-	-	-	-	-
Dpysl5	-	0	0	0	0	0	0	0	0.01	0	0	0	0.48	0	0.03	0	0	0	0.01	0	0.12	0.37	0	0.04	0	0	0.09	0.55
Dram1	-	0	0	0	0.18	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.28	0.72	0.44
Draxin	-	0.16	0	0	0	0	0.01	0.09	0.71	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dscc1	-	0.82	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0.19	0.12	0.26	0.15	0.1	0.1	0.13	0.04	0.05	-	-	-
Dsn1	-	0.01	0	0	0	0	0	0	0	0	0	0.1	0.05	0.38	0.7	0.36	0.18	0.21	0.13	0.12	0.14	0.08	0.04	-	-	0.67	0	0
Dstn	-	0.63	0.02	0.36	0.17	0	0.8	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
Dtd1	-	0	0	0	0	0	0.34	0	0	0	0.5	0.3	0.09	0.29	0.16	0	0	0	0	0	0	0	0	-	-	0.12	1	0.2
Dtl	-	0.13	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.4	0.52	0.37	0.34	0.29	0.35	0.36	0.38	-	-	0	0	0.19
Dtx3l	-	0.02	0	0	0.22	0	0.04	0.09	0	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	0.61	0.57	-	-	-
Dusp1	-	0.32	0.36	0	0	0	0	0	0	0.01	0	0.04	0.34	0.25	0.32	0	0	0	0.01	0	0	0.11	0.65	0.97	0.46	0	0	0
Dusp10	-	0.02	0.31	0.37	0.93	0.01	0.02	0.02	0.28	0.39	0.01	0.63	0.57	0.58	0.83	0.71	0.57	0.57	0.5	0.87	0.72	0.42	0.01	-	-	0	0	0
Dusp15	-	0.64	0.07	0	0	0	0	0	0	0	0	0.96	0.88	0.56	0.7	0	0	0	0	0	0	0	0	-	-	0	0.04	0.27
Dusp18	-	0.08	0.16	0.26	0	0	0.35	0	0	0	0	0.59	0.66	0.32	0.95	0.3	0.47	0.42	0.49	0.39	0.49	0.27	0.51	0.89	0.66	0.25	0.04	0.15
Dusp4	-	0.69	0	0	0.2	0	0	0	0	0	0	0.61	0.07	0	0	0.57	0.06	0.1	0.06	0.1	0.05	0.05	0.05	0.11	0.24	-	-	-
Dusp5	-	0.02	0.39	0.05	0.89	0.28	0.02	0.25	0.29	0.45	0.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dusp6	-	0	0.94	0.13	0.83	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
Dusp7	-	0.01	0.58	0.01	0	0.02	0	0.01	0	0	0.07	0	0.01	0	0.01	0	0	0	0	0	0	0	0	-	-	0	0	0
Dut	-	0.1	0.32	0.05	0	0	0	0	0	0	0	0.3	0.54	0.03	0.68	0.8	0.93	0.85	0.84	0.97	1	0.84	0.13	0.72	0.95	0.02	0.62	0.01
Dync1i1	-	0.01	0.12	0.77	0	0	0	0	0	0	0	0.7	0.97	0.9	0.82	0	0	0	0	0	0	0	0	-	-	0	0	0
Dyrk3	-	0.69	0.78	0.23	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Dysf	-	0.02	0.67	0.49	0	0.78	0.45	0.72	0.8	0.35	0.71	0	0	0	0	0	0	0.14	0.84	0.58	0.14	0.01	0	-	-	0.07	0.01	0
E130218I03Rik	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E2f1	-	0.33	0.24	0	0.01	0.54	0.02	0.12	0	0	0.01	0.01	0.48	0.31	0.09	0.28	0.11	0.18	0.07	0.09	0.02	0.01	0.04	0.88	0.11	0.11	0	0
E2f2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.45	-	-	-
E2f7	-	0.53	0	0	0	0	0	0	0	0	0	0	0.67	0.54	0.09	0.07	0.07	0.84	0.18	0.29	0.23	0.45	0.25	0.06	0.02	-	-	-
E2f8	-	0.3	0.07	0	0	0	0	0	0	0	0	0.42	0.13	0.02	0.52	0.28	0.36	0.75	0.29	0.54	0.47	0.67	0.07	-	-	0.05	0.02	0
E530011L22Rik	-	0.68	0.02	0.01	0	0.01	0	0	0	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ebf4	-	0	0.01	0.03	0.74	0.74	0.04	0.15	0.06	0.22	0	0.06	0.33	0.17	0.14	0.16	0.27	0.57	0.26	0.42	1	0.99	0.17	0.17	0.98	-	-	-
Ebp	-	0.49	0.02	0.01	0.05	0.15	0.29	0.02	0.95	0.07	0	0	0	0	0	0.21	0.6	0.33	0.69	0.12	0.68	0.34	0.54	0	0	0	0	0.01
Ecel1	-	0	0	0	0.09	0	0	0	0	0	0	0.13	0.08	0.09	0.53	0.01	0.25	0.06	0.03	0.3	0.18	0.14	0.18	-	-	0.76	0	0
Ecm1	-	0.78	0.03	0	0	0.01	0.05	0.03	0.66	0	0.94	0.01	0.01	0.02	0.01	0.53	0.22	0.09	0.17	0.74	0.13	0.04	0.01	-	-	0.01	0.23	0.53
Ecscr	-	0.36	0.1	0.31	0.32	0.01	0.59	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ect2	-	0.57	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0.57	0.77	0.83	0.86	0.77	0.74	0.99	0	0	0.05	0.42	0.11
Eda2r	-	0.01	0.4	0.25	0.03	0	0.01	0	0.03	0.56	0.11	0.08	0.29	0.72	0.03	0.7	0.75	0.91	0.59	0.18	0.75	0.93	0.42	-	-	-	-	-
Edem1	-	0	0.85	0.01	0	0	0	0	0	0	0.25	0	0	0	0	0.34	0.66	0.82	0.4	0.51	0.35	0.5	0.07	0	0	0	0	0
Edn1	-	0	0	0	0	0.27	0.1	0.16	0.69	0.07	0	0.8	0.57	0	0.08	0.07	0.65	0.36	0.43	0.67	0.78	0.99	0.94	0.5	0	0.99	0.68	0.05
Edn2	-	0.49	0.36	0.76	0.02	0.12	0.22	0.17	0	0	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0.84	0.78
Edn3	-	0	0	0	0	0	0	0	0.01	0	0.26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ednrb	-	0.12	0.14	0	0.04	1	0.33	0.98	0.63	0	0	0	0	0.82	0	0	0	0.02	0	0	0	0	0	0	0	0	0.15	0
Eepd1	-	0	0.18	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Efcab1	-	0	0	0	0	0	0	0	0	0	0	0.09	0.01	0.22	0.02	0	0	0	0	0	0	0	0.13	-	-	-	-	-
Efr3b	-	0	0	0	0.16	0	0.31	0	0.01	0	0	0.01	0.28	0.55	0.13	0.68	0.81	0.78	0.76	0.44	0.58	0.58	0.99	-	-	-	-	-
Egf	-	0.3	0.22	0.39	0.17	0.92	0.97	0.48	0.12	0.74	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.28	0.01	0.15
Egfl7	-	0.06	0.01	0.07	0.02	0.04	0.2	0.07	0.61	0	0	0	0	0	0	1	0.74	0.08	0.6	0	0.12	0.04	0	0	0	0.32	0.01	0.01
Egr1	-	0.07	0.01	0.02	0.34	0.96	0	0.02	0.09	0.58	0	0.98	0.53	0.02	0.18	0.88	0.58	0.87	0.7	0.22	0	0.96	0.39	0.02	0.01	0	0	0
Egr2	-	0.4	0.15	0.82	0.02	0.05	0.12	0.11	0.04	0.89	0.33	0.21	0.52	0.52	0.13	0.55	0.92	0.7	0.8	0.2	0.86	0.24	0.33	-	-	0.01	0.03	0.05
Egr3	-	0.64	0.41	0.24	0.75	0.37	0.55	0.41	0.49	0.89	0.94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ehbp1l1	-	0	0	0	0	0	0	0	0	0	0.3	0.02	0.05	0.03	0.19	0.13	0.02	0.01	0.08	0.03	0.02	0.04	0.04	-	-	0.09	0.15	0.8
Ehd4	-	0.21	0.73	0.3	0.35	0	0.69	0	0	0	0.01	0	0	0	0	0.09	0.11	0.12	0.13	0.18	0.13	0.13	0.28	0	0	0.22	0.07	0.08
Ehf	-	0.17	0.07	0.18	0	0	0.01	0	0.01	0.31	0.89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.92	0.35	0.98
Eif1a	-	0.09	0.88	0	0.25	0.05	0.82	0.74	0.52	0	0.98	0	0	0	0	0.77	0.05	0.01	0	0	0	0	0	0	0	0	0	0
Eif1ad	-	0.24	0.88	0.06	0.09	0	0	0	0.18	0	0	0	0	0	0	0.18	0.01	0	0	0	0	0	0.01	0	0	-	-	-
Eif4a2	-	0.32	0.45	0.45	0.04	0.82	0.24	0.91	0.3	0	0.01	0	0	0	0	0.02	0.37	0.01	0.03	0	0.01	0	0.95	0	0	0.01	0.09	0.01
Eif4ebp1	-	0.01	0.05	0.09	0.01	0	0.04	0.36	0	0.01	0.08	0.11	0	0	0	0	0.55	0.05	0.93	0.01	0.98	0.05	0.19	0	0	0	0	0
Elk3	-	0.16	0.01	0.01	0	0	0	0	0	0	0	0.01	0	0.42	0.07	0	0	0	0	0	0	0	0	0.01	0	0.54	0.81	0.23
Elmod1	-	0	0	0	0	0	0	0	0.88	0	0	0.58	0.51	0.48	0.43	0.99	0.83	0.3	0	0	0	0	0	-	-	-	-	-
Elovl3	-	0.21	0.1	0.04	0.06	0.05	0.72	0.02	0	0	0.01	0	0.08	0	0.01	0.28	0.67	0.59	0.82	0.72	0.78	0.56	0.21	0.11	0	0.24	0.18	0.17
Eltd1	-	0.39	0.95	0.86	0	0	0.03	0	0.14	0.53	0.54	0.02	0	0	0.01	0.11	0.07	0.57	0.03	0	0	0.18	0.01	-	-	0	0	0
Emcn	-	0.53	0.61	0.91	0.46	0.11	0.55	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09
Eme1	-	0.03	0.86	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.32	0	0
Emid1	-	0.72	0	0	0	0	0	0	0	0.66	0	0.52	0.51	0.86	0.42	0	0	0	0	0	0	0	0	-	-	0	0	0
Emilin2	-	0	0.01	0	0	0.05	0	0.16	0	0	0.01	0	0	0	0	0	0.02	0.02	0	0	0	0	0	-	-	-	-	-
Emilin3	-	0.14	0	0	0	0	0	0	0	0	0	0.77	0.5	0.45	0.53	0	0	0.03	0.04	0.35	0.04	0.34	0	-	-	0.73	0	0
Emp1	-	0	0	0	0.08	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.33	0.09
Emp3	-	0	0	0	0	0	0.09	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.22	0.91	0.72
Emr1	-	0.28	0.54	0.77	0.01	0.19	0.7	0.01	0	0.87	0	0.35	0.56	0	0.57	0.05	0.49	0.09	0.73	0.24	0.48	0.38	0.29	-	-	0.12	0.01	0.01
Enc1	-	0.01	0	0	0	0	0	0	0	0	0	0.01	0.01	0.04	0	0	0	0	0	0	0	0	0	0	0.27	0.03	0	0
Eng	-	0.38	0.58	0.21	0	0	0.15	0.02	0.01	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.36	0.64	0.26
Enkd1	-	0	0	0.04	0.78	0	0	0	0.05	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0	0
Eno3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.08	0	0	0
Enpep	-	0	0	0	0.22	0.01	0.12	0.12	0	0.3	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.14	0.06
Enpp1	-	0.04	0.1	0.06	0.21	0.01	0.24	0.01	0.03	0	0	0.18	0.15	0.46	0.18	0.51	0	0	0	0.36	0	0	0	-	-	-	-	-
Enpp2	-	0.77	0	0	0	0	0	0	0	0.93	0.14	0.34	0	0.02	0.07	0.01	0.05	0.08	0.27	0.67	0.03	0.03	0.02	0.72	0.34	0	0	0
Entpd3	-	0	0	0	0.21	0.21	0.15	0.66	0.01	0.39	0.03	0.83	0.37	0.13	0.01	0.52	0.81	0.96	0.75	0.55	0.57	0.8	0.57	-	-	-	-	-
Epha1	-	0.46	0.32	0.38	0.59	0.2	0.74	0.37	0.47	0	0.94	0.58	0.01	0.64	0.12	0.47	0.58	0.55	0.64	0.93	0.66	0.63	0.47	0.06	0.02	0.03	0.16	0.19
Epha6	-	0.07	0.32	0.03	0.09	0.76	0.02	0.31	0.31	0.5	0.48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ephb1	-	0	0	0	0	0	0.63	0	0.28	0.01	0.07	0.69	0.53	0	0.14	0.01	0	0.01	0.01	0.01	0.01	0.02	0.01	-	-	-	-	-
Ephx2	-	0	0	0	0	0	0	0	0	0	0	0.17	0.03	0	0.01	0.39	0.18	0.21	0.04	0.03	0.03	0.19	0.19	0	0	0	0	0
Epor	-	0	0	0	0	0	0	0	0	0	0	0.08	0.02	0.12	0.02	0.32	0.34	0.33	0.54	0.98	0.46	0.78	0	-	-	0	0	0
Eps8	-	0.04	0	0	0	0	0	0	0	0	0	0.05	0.13	0.02	0.23	0.13	0.56	0.12	0.25	0.05	0.09	0.08	0.23	-	-	0.84	0	0.02
Eps8l2	-	0.93	0.95	0.42	0.71	0.25	0.23	0.58	0	0	0	0.35	0.91	0.27	0.97	0.14	0.18	0.14	0.99	0.34	0.53	0.17	0	-	-	0	0	0
Ercc6l	-	0.31	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ereg	-	0.22	0.15	0.12	0.65	0.16	0.97	0.81	0.17	0.08	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Eri1	-	0.02	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Erich2	-	0.88	0.94	0.64	0.41	0.78	0.45	0.79	0.33	0	0.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ermap	-	0	0	0	0.03	0.14	0.07	0.2	0.28	0.23	0	0.02	0.07	0.21	0	0.75	0.8	0.49	0.27	0.54	0.45	0.92	0.35	-	-	0.53	0	0
Esam	-	0.25	0.28	0.37	0.01	0.17	0.01	0.39	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0.03	0.01
Esco2	-	0.82	0.12	0	0.01	0	0.01	0	0	0	0	0.26	0.1	0.02	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-
Esd	-	-	-	-	-	-	-	-	-	-	-	0.62	0.22	0.07	0.01	0.06	0.47	0.86	0.04	0	0.09	0.5	0.04	0.01	0.06	-	-	-
Esm1	-	0	0	0	0	0.01	0	0.63	0.75	0.38	0.41	0.11	0.17	0.42	0.59	0.48	0.51	0.45	0.33	0.66	0.39	0.09	0.16	-	-	0	0	0.01
Espl1	-	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	-	-	-
Esyt1	-	0.02	0.02	0	0	0	0	0	0	0	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0	0.01
Esyt3	-	0.32	0.06	0.02	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Etnppl	-	0.64	0.77	0.58	0.48	0.98	0.16	0.15	0.07	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Etohd2	-	0.26	0.53	0.31	0.94	0.35	0.35	0.24	0.93	0.96	0.68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ets1	-	0.13	0.28	0.49	0.6	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0.02
Ets2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv4	-	0.17	0.48	0.84	0.34	0.24	0.24	0.54	0.96	0.08	0.72	0	0	0.02	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Exo1	-	0.32	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0.21	0.68	0.83	0.15	0.45	0.25	0.2	0	0	0.43	0	0
Exosc8	-	0.27	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	-	-	-
Ezh2	-	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
F10	-	0	0	0	0	0	0	0	0	0	0	0.12	0.11	0.36	0.84	0.26	0.31	0.18	0.22	0.28	0.19	0.13	0.15	-	-	0	0	0
F13a1	-	0	0.08	0.88	0	0.05	0.02	0.72	0.31	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0.02	0
F2rl1	-	0.67	0.13	0.15	0.11	0.76	0.55	0.6	0.01	0.86	0.64	0.76	0.01	0.76	0.4	0.85	0.89	0.88	0.72	0.9	0.97	0.75	0.27	-	-	0.04	0.03	0
F2rl2	-	0.14	0.56	0.01	0	0	0	0.11	0	0.59	0	0	0	0	0	0	0.02	0.11	0.05	0	0.03	0.16	0.02	-	-	0	0	0
F3	-	0.73	0.19	0.1	0.09	0	0.1	0.02	0.09	0.84	0.66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.04	0.17
Fabp5	-	0	0	0	0.02	0	0	0	0	0	0	0.02	0.26	0.69	0.75	0	0	0	0	0	0	0	0	0.55	0.02	0.3	0	0
Fam101b	-	0	0	0	0	0	0.02	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.27	0.34	0.01
Fam105a	-	0	0	0	0	0	0	0	0	0	0	0.01	0.97	0	0.3	0.84	0.67	0.85	0.57	0.92	0.52	0.46	0.88	0.34	0.29	0.01	0.02	0.71
Fam107a	-	0.1	0.03	0.74	0.52	0.96	0.22	0.14	0.6	0	0	0.57	0.38	0.29	0.92	0.08	0.58	0.79	0.44	0.02	0.83	0.73	0.49	-	-	-	-	-
Fam110a	-	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam111a	-	0.02	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	0.19	0
Fam124a	-	0	0	0	0	0.02	0	0	0.29	0.01	0.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam131a	-	0.11	0.21	0	0	0	0	0	0	0	0	0.07	0.17	0.24	0.14	0	0	0	0	0	0	0	0	0.92	0.02	0	0	0
Fam132b	-	-	-	-	-	-	-	-	-	-	-	0.35	0.11	0.34	0.3	0.05	0.26	0.01	0.08	0.05	0.15	0.32	0.08	-	-	-	-	-
Fam167a	-	0.19	0	0	0	0	0	0	0	0.03	0.13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam181a	-	0.02	0.01	0.14	0	0	0.05	0.02	0.22	0.75	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam210b	-	0	0	0	0	0	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam213b	-	0.02	0.91	0.29	0.01	0.09	0.87	0.78	0.7	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.51	0.55	0.05
Fam43a	-	0	0	0	0	0.11	0.08	0.39	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam46b	-	0.15	0.59	0.68	0	0.19	0.93	0.2	0.09	0	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam46c	-	0.19	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam60a	-	0.06	0.02	0.94	0.55	0	0.02	0	0	0	0	0	0	0	0	0.89	0.93	0.9	0.91	0.97	0.83	0.78	0.82	0	0	0	0	0
Fam64a	-	0.07	0.86	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam65c	-	0.13	0.32	0.75	0.01	0.27	0.26	0.07	0	0.08	0.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam78a	-	0	0	0	0.03	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam83d	-	0.07	0.74	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam83g	-	0	0	0	0.12	0.75	0.85	0.37	0.77	0.08	0.87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam84a	-	0	0	0	0	0	0	0	0	0	0	0.86	0	0.02	0.11	0.06	0.11	0.75	0	0.16	0.17	0.96	0.03	-	-	0	0	0.3
Fam89a	-	0	0.62	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fanca	-	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.79	0.79	0.55	0.27	0.91	0.78	0.49	-	-	0.07	0	0
Fancb	-	0.7	0	0	0	0	0	0	0	0	0	0.2	0.01	0	0	0.71	0.91	0.92	0.95	0.77	0.94	0.95	0.62	0.01	0	-	-	-
Fancd2	-	0.37	0.47	0.06	0	0	0.08	0	0.01	0	0	0.98	0	0	0.49	0	0	0	0	0	0	0	0	0	0	-	-	-
Fanci	-	0.11	0.86	0.02	0	0	0	0	0	0	0	0.05	0.6	0.28	0.9	0	0	0.01	0	0	0	0	0	-	-	0	0.14	0.07
Fat1	-	0	0	0	0.55	0	0	0	0.01	0	0	0.06	0.08	0	0	0.8	0.83	0.75	0.62	0.01	0.01	0.01	0.04	0	0	-	-	-
Fat3	-	0.09	0.01	0	0.01	0.21	0	0.35	0	0	0	0.78	0.01	0	0	0.99	0.45	0.16	0.84	0.89	0.65	0.8	0.76	0.68	0.06	-	-	-
Fat4	-	0	0.89	0.08	0.27	0.61	0	0.53	0.57	0	0	0	0.07	0	0	0.75	0.63	0.33	0.31	0.93	0.21	0.23	0.24	0	0	-	-	-
Fblim1	-	0	0	0	0	0	0	0	0	0	0	0.9	0.13	0	0.02	0	0	0	0	0	0	0	0	-	-	0.09	0.02	0.01
Fbln2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
