Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Sord	-	0	0.01	0	0	0	0	0	0	0	0	0.06	0.39	0.97	0.44	0.1	0	0	0	0	0	0	0	-	-	0.62	0	0
Sostdc1	-	0.25	0	0	0	0	0.14	0	0	0	0	0	0	0.65	0	0.55	0.54	0.56	0.39	0.56	0.33	0.34	0.14	0	0	0.39	0.18	0.35
Sox1	-	0	0	0	0	0	0	0	0	0	0	0.15	0.79	0.93	0.68	0	0.01	0	0.06	0	0.04	0.27	0.71	-	-	-	-	-
Sox2ot	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sox5	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.02	0	0	0
Sox7	-	0.79	0.93	0.32	0.03	0.51	0.62	0.29	0	0	0	0.21	0.32	0.98	0.35	0.95	0.85	0.37	0.42	0.14	0.82	0.65	0.26	-	-	0.06	0.58	0.36
Sox9	-	0	0	0	0	0	0	0	0	0	0	0.25	0.02	0	0.07	0	0	0	0	0	0	0	0	0.94	0.5	0.05	0.44	0.72
Sp100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0	0.61	0.01	0.23
Spag5	-	0	0.27	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.34	0.03	0.21	0	0
Sparc	-	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats2l	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Spc24	-	0.46	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.62	0.64	0.67	0.27	0.71	0.65	0.97	0	0.01	-	-	-
Spc25	-	0.94	0.04	0	0	0	0	0	0.01	0	0	0	0.32	0.04	0.97	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0
Spcs3	-	0.74	0.11	0.01	0	0	0	0	0	0	0.01	0.01	0	0	0	0.13	0.07	0.05	0.04	0.06	0.04	0.02	0.07	0	0	0	0	0
Spdl1	-	0.04	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Spg20	-	0.08	0.76	0	0.01	0.13	0.29	0.04	0.29	0.01	0.01	0.99	0.02	0	0.07	0	0.01	0	0	0	0	0	0	0.86	0.06	0	0.48	0.65
Sphk1	-	0.55	0.84	0.2	0	0	0.03	0	0	0	0	0	0.95	0.64	0.89	0.4	0.77	0.87	0.92	0.29	0.6	0.4	0.78	0.08	0.68	0	0	0
Spi1	-	0.01	0.05	0.01	0	0.3	0.05	0.34	0.81	0.74	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Spidr	-	0.74	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0	0
Spint1	-	0	0.87	0.03	0.09	0	0.6	0	0.83	0.27	0.05	0.01	0	0.43	0	0.07	0.11	0.09	0.11	0.1	0.1	0.11	0.1	0	0	0.01	0	0
Spock3	-	0.03	0.34	0.14	0.26	0.31	0.24	0.04	0.07	0.47	0	0.62	0.85	0.21	0.22	0.3	0.46	0.71	0.44	0.34	0.43	0.45	0.56	-	-	0	0	0
Spon1	-	0	0.01	0	0	0	0	0	0	0	0	0.29	0.26	0.42	0.63	0	0.08	0.18	0.05	0	0.03	0.01	0.43	-	-	0	0	0
Spon2	-	0	0	0	0	0	0	0	0	0	0	0.11	0.05	0	0.02	0	0	0	0	0	0	0	0	0.62	0	-	-	-
Spp1	-	0.01	0	0	0	0	0.01	0.02	0.15	0.73	0	0.21	0.34	0.09	0.13	0.2	0.95	0.51	0.46	0.53	0.37	0.61	0.43	-	-	0.44	0.82	0.37
Spred3	-	0	0	0.64	0.35	0.88	0	0.02	0	0.01	0.09	0.01	0	0	0.06	0.4	0.61	0.63	0.78	0.96	0.5	0.67	0.73	-	-	-	-	-
Sprr1a	-	0.57	0.9	0.63	0.18	0.38	0.48	0.52	0.46	0.61	0.45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.24	0.06	0.05
Spry4	-	0.15	0.63	0.06	0	0	0.68	0.3	0.01	0.18	0.6	1	0	0.02	0.11	0.26	0.29	0.09	0.37	0.49	0.13	0.75	0.02	-	-	0.01	0.01	0.21
Spta1	-	0	0	0	0.01	0.45	0	0.3	0	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Sptb	-	0.29	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Srd5a2	-	0.88	0.48	0.96	0.25	0.72	0.95	0	0	0	0	0.77	0.95	0.79	0.86	0	0	0	0	0	0	0	0	-	-	0.02	0	0
Srebf1	-	0	0.02	0.02	0.38	0	0.11	0	0	0	0	0.57	0.09	0.16	0.13	0.65	0.83	0.48	0.06	0	0.01	0	0.4	0	0	0	0	0
Srgn	-	0.02	0.07	0.21	0.05	0.27	0.03	0.36	0.91	0	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.18	0.07	0.19
Srxn1	-	0	0	0.11	0.39	0.79	0	0.06	0.01	0.52	0.59	0	0.26	0.05	0.29	0.6	0.29	0.3	0.15	0.44	0.25	0.17	0.27	0.67	0.67	0	0	0
Ssbp4	-	0.19	0.9	0.03	0	0	0	0	0.02	0	0	0	0	0	0	0	0.03	0.01	0.01	0	0.01	0.02	0.05	-	-	0	0	0
Sspo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.09	0
St3gal1	-	0.23	0.63	0.63	0.83	0.06	0.02	0.03	0	0.45	0	0.22	0.12	0.03	0.14	0.31	0.81	0.6	0.77	0.62	0.96	0.88	0.63	0.01	0	0	0	0
St3gal4	-	0	0	0	0	0	0	0	0	0	0	0.98	0.64	0.63	0.21	0.34	0.31	0.59	0.12	0.33	0.3	0.45	0.12	-	-	0	0	0
St6gal1	-	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.07	0	0
St8sia4	-	0	0	0	0.03	0.02	0.37	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.38	0.19	0	0.01	0.01
St8sia5	-	0.21	0.84	0.99	0.12	0.22	0.02	0.99	0.66	0.08	0.08	0.6	0.25	0.46	0.35	0.07	0.64	0.58	0.15	0.11	0.24	0.42	0	-	-	0	0	0
Star	-	0.17	0.27	0.71	0.33	0.2	0.42	0	0.94	0.16	0	0.71	0.72	0.03	0.21	0.97	0.6	0.87	0.65	0.71	0.83	0.94	0.74	-	-	0	0	0
Stard10	-	0.03	0.65	0.04	0.05	0.01	0.28	0.54	0.67	0	0	0.6	0.35	0.11	0.57	0.03	0	0	0	0	0	0	0	0	0	0	0	0
Stat2	-	0.25	0.4	0.15	0.48	0.24	0.14	0.74	0.16	0.89	0.37	0.74	0.15	0.04	0.02	0.12	0.26	0.52	0.62	0.95	0.53	0.63	0.23	0.67	0.15	0.09	0	0
Stat3	-	0	0.01	0.06	0.02	0	0	0	0.06	0.8	0.04	0.55	0.42	0.63	0.3	0.57	0.64	0.88	0.29	0	0.13	0.06	0.21	0.33	0.26	0.09	0	0
Stat6	-	0.05	0.11	0.05	0	0	0	0	0.86	0	0	0.32	0.76	0.66	0.62	0.33	0.91	0.26	0.47	0.26	0.48	0.54	0.36	-	-	0.25	0	0
Stc1	-	0.01	0.06	0.37	0.8	0.21	0.58	0.09	0.04	0.02	0.02	0.24	0.21	0.15	0.4	0.03	0.1	0.08	0.07	0.07	0.12	0.1	0.13	0.25	0.01	0.21	0.57	0.25
Stc2	-	0.65	0.6	0.27	0.02	0.01	0.01	0.01	0.1	0.68	0.1	0.9	0.55	0.55	0.45	0.97	0.9	0.9	0.89	0.8	0.98	0.94	0.89	0.55	0.61	0.14	0.81	0.64
Steap3	-	0.01	0.03	0.08	0.35	0	0	0.01	0.44	0.04	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Steap4	-	0.83	0.3	0.96	0.66	0.63	0.6	0.53	0.43	0.01	0	0	0.01	0.02	0.11	1	0.5	0.15	0.1	0.15	0.28	0.43	0.28	-	-	0.4	0.49	0.61
Stk17b	-	0.01	0	0	0	0	0	0	0	0	0	0.34	0.49	0.67	0.34	0.32	0.14	0.29	0.12	0.58	0.24	0.19	0.19	0.02	0.02	0.63	0	0
Stk35	-	0	0	0	0	0	0.02	0.05	0.06	0	0.19	0.17	0.01	0.89	0.01	0.8	0.19	0	0	0	0	0	0	-	-	0	0	0
Stmn1	-	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.07	0.02	0.03	0.03	0.09	0.05	0.03	0.01	-	-	0.15	0	0
Stra13	-	0.74	0.52	0.9	0.6	0.57	0.65	0.07	0.04	0	0	0.42	0.33	0.72	0.06	0.19	0.69	0.45	0.73	0.55	0.76	0.77	0.84	0.03	0.99	0	0.16	0.03
Stx11	-	0.07	0.15	0.23	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Suco	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.17	0.16
Sulf2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Sult1a1	-	0.22	0.21	0.33	0.34	0	0	0	0	0	0	0.78	0.11	0.01	0.79	0	0.06	0.19	0.46	0	0.28	0.15	0	-	-	0.26	0	0
Susd2	-	0	0	0	0	0	0	0	0	0	0	0.58	0.77	0.01	0.1	0	0	0	0	0	0	0	0	-	-	0	0	0
Susd4	-	0.45	0.24	0.15	0.1	0.02	0.13	0.01	0.06	0.01	0	0.06	0.66	0.01	0.06	0.01	0	0	0	0.01	0	0	0.18	-	-	0	0	0
Suv39h2	-	0.01	0.98	0.04	0	0	0	0	0	0	0	0.42	0.03	0.03	0	0.95	1	0.67	0.9	0.95	0.69	0.72	0.71	0	0	0.04	0	0
Sv2a	-	0	0	0	0.02	0	0.63	0.01	0	0.01	0	0	0	0	0	0.03	0.33	0.77	0.96	0	0.36	0.1	0	-	-	0.02	0.61	0.14
Svip	-	0.09	0.09	0.47	0.04	0.13	0.3	0.11	0.25	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Swap70	-	0.89	0.18	0.01	0.11	0.08	0.41	0	0.04	0	0	0	0.51	0	0.03	0	0	0	0	0	0	0	0	0.71	0.12	0	0	0
Syk	-	0.79	0.38	0.8	0.58	0.03	0.18	0.02	0.73	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.46	0.01	0.01
Syn2	-	0.18	0.8	0	0	0	0	0	0	0.27	0.02	0.53	0.57	0.32	0.56	0	0	0	0.05	0.24	0.96	0.99	0.36	-	-	0.19	0	0
Syne4	-	0	0	0.27	0.83	0.84	0.02	0.22	0.62	0.02	0.24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.36	0	0.12
Synj2	-	0.02	0.01	0.81	0.92	0.35	0.42	0.14	0	0.04	0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Syt12	-	-	-	-	-	-	-	-	-	-	-	0.62	0.08	0.16	0	0.52	0.75	0.76	0.95	0.83	0.96	0.91	0.85	0.06	0.2	0.01	0	0.01
Syt13	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Syt6	-	0.84	0.36	0.64	0.08	0.09	0.04	0.01	0.86	0.27	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Syt8	-	0.34	0.68	0.21	0	0.02	0.08	0	0	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tacc2	-	0.01	0	0	0	0	0	0	0	0	0	0.77	0.75	0.89	0.78	0	0	0	0	0	0	0	0	0.18	0.02	0	0.19	0.2
Tacc3	-	0.32	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.97	0.93	0.83	0.81	0.83	0.92	0.98	-	-	0.14	0.15	0.03
Tacr3	-	0.9	0.55	0.96	0	0.03	0	0.01	0.29	0.99	0	0.59	0.84	0.7	0.68	0.51	0.98	0.65	0.45	0.77	0.26	0.91	0.02	0.59	0.12	0	0	0
Taf4b	-	0.01	0.37	0.28	0.66	0.02	0.09	0.01	0.92	0.78	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Taf7	-	0.1	0.16	0.15	0	0	0	0	0	0.33	0	0.13	0.22	0.79	0.56	0.65	0.54	0.87	0.73	0.91	0.51	0.85	0.07	-	-	0	0	0.01
Tagln	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tagln2	-	0	0	0	0.22	0.32	0.02	0.49	0.06	0.83	0.55	0	0	0	0	0	0.57	0	0	0.13	0	0	0.01	-	-	0	0	0
Tap1	-	0.91	0.5	0.75	0.41	0.62	0.04	0.7	0.37	0.99	0.55	0.71	0.95	0.61	0.84	0.93	0.8	0.98	0.98	0.87	0.94	0.5	0.53	-	-	-	-	-
Tap2	-	0.93	0.52	0.35	0.62	0.03	0.05	0.05	0.92	0.02	0.8	0.27	0.35	0.61	0.42	0.74	0.59	0.79	0.95	0.72	0.02	0.03	0	-	-	-	-	-
Tbc1d1	-	0.33	0.58	0.01	0	0	0	0	0	0	0	0.03	0.37	0.28	0.35	0.56	0.23	0.25	0.33	0.46	0.34	0.26	0.47	0.01	0	0	0.03	0.01
Tbc1d2b	-	0.02	0.02	0	0	0	0	0	0	0	0	0.51	0.12	0.24	0.01	0.36	0.53	0.36	0.46	0.4	0.57	0.42	0.25	0.93	0.38	-	-	-
Tbc1d4	-	0	0	0	0	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tbx3	-	0	0.02	0.05	0.76	0.01	0.01	0.05	0	0.12	0.01	0.85	0.48	0.56	0.58	0.67	0.77	0.6	0.69	0.68	0.68	0.66	0.06	-	-	0.07	0.99	0.02
Tcam1	-	0.22	0.21	0.96	0.85	0.97	0.33	0.82	0.5	0.11	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tcea2	-	0.69	0.34	0.23	0.11	0.82	0.96	0.3	0.71	0	0.27	0	0.26	0	0.02	0.98	0.14	0.19	0.39	0.43	0.03	0	0	0	0	0.01	0.23	0.12
Tcf19	-	0	0	0	0	0	0	0	0.36	0	0	0.56	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0
Tcf7	-	0	0	0	0	0.49	0	0.38	0.8	0	0	0.45	0.53	0.87	0.97	0.03	0.5	0.27	0.11	0.09	0.09	0.3	0.13	-	-	0.02	0	0
Tcirg1	-	0.02	0.01	0.83	0.2	0.52	0.79	0.86	0.25	0.65	0	0	0.17	0.01	0	0.11	0.81	0.48	0.04	0.07	0.53	0.13	0.05	0.07	0	0.01	0	0.03
Tcof1	-	0.12	0	0.7	0	0	0	0	0	0	0	0	0	0.17	0.92	0.31	0.1	0.11	0.07	0.12	0.07	0.08	0.14	0	0	0	0.84	0.76
Tcp11	-	0.59	0.49	0.42	0	0	0.01	0	0	0	0	0.23	0.81	0.92	0.66	0	0	0	0	0	0	0	0	-	-	0	0	0
Tcp11l2	-	0	0	0.03	0.41	0.01	0.04	0.93	0.03	0.37	0.01	0	0.15	0.14	0.13	0.7	0.81	0.85	0.93	0.89	0.74	0.56	0.78	-	-	-	-	-
Tdrd7	-	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.02	0	0	0	0	0	0	0	0	-	-	0	0	0
Tef	-	0.03	0.31	0.49	0.03	0	0	0	0	0	0	0.01	0	0.22	0	0.04	0.04	0.03	0	0	0	0	0	-	-	0.82	0	0
Tekt5	-	0.15	0.28	0.83	0.25	0.05	0.04	0.07	0.03	0.09	0.44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tenm2	-	0	0	0	0	0	0	0	0.33	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.41	0.61	0.45
Tes	-	0.01	0	0	0	0	0	0	0	0	0	0.97	0	0	0.74	0	0	0	0	0	0	0	0	0.89	0	0.01	0	0
Tet1	-	0.01	0	0	0	0	0.62	0	0	0	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.33	0.03
Tfdp1	-	0.67	0.47	0.01	0	0	0	0	0	0	0	0.52	0	0	0	0.13	0.08	0.05	0.08	0.02	0.04	0.03	0.05	-	-	0	0	0
Tfpi	-	0	0.05	0.36	0.11	0	0.17	0.12	0.75	0.41	0.86	0.09	0.01	0.08	0.07	0	0	0	0	0	0	0	0	-	-	0.05	0	0
Tfpi2	-	0	0	0	0.01	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.32	0.31	0.28
Tfr2	-	0.03	0.21	0.96	0.08	0.02	0	0.13	0.15	0.94	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.01
Tgfb1	-	0.4	0.14	0.61	0.14	0	0	0	0.03	0	0.19	0.01	0.01	0.02	0	0.91	0	0	0	0	0	0	0	-	-	0.62	0	0
Tgfb1i1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Tgfbi	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Tgfbr2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Tgm1	-	0.38	0.32	0.6	0.66	0.06	0.25	0.27	0.98	0.22	0.86	0.33	0.57	0.86	0.11	1	0.53	0.96	0.47	0.51	0.55	0.77	0.44	-	-	0	0	0
Tgm2	-	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.14	0.05	0	0.45	0.5
Thbd	-	0	0.01	0	0.6	0.02	0.09	0	0	0	0.18	0.89	0.04	0.06	0.21	0.44	0.28	0.1	0.22	0.09	0.06	0.06	0.08	-	-	0	0	0
Thbs1	-	0	0	0	0	0	0.04	0	0	0	0	0.25	0.98	0.47	0.55	0.65	0.91	0.27	0.37	0.17	0.39	0.14	0.58	-	-	0	0.55	0.26
Thop1	-	0.01	0	0	0.05	0.28	0.59	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thrb	-	0.05	0.19	0.22	0.12	0.45	0.01	0.8	0.01	0.85	0.91	0	0.09	0.02	0.01	0.7	0.51	0.35	0.58	0.87	0.76	0.66	0.46	0.01	0	-	-	-
Thrsp	-	0.87	0.65	0.02	0	0	0	0	0	0	0	0.02	0.33	0.74	0.9	0.35	0.01	0.01	0.01	0.64	0	0	0	-	-	0	0	0
Tiam2	-	0.04	0	0	0	0	0	0	0.06	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ticrr	-	0.04	0.61	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Timeless	-	0.08	0.28	0	0.04	0.02	0.69	0	0.82	0	0	0	0	0	0	0.23	0.31	0.02	0.01	0.01	0.01	0	0	0	0	0.02	0.01	0.05
Timp1	-	0	0	0	0.01	0	0.02	0	0.03	0	0.44	0	0	0	0	0.66	0.32	0.42	0.05	0.18	0.02	0	0.09	-	-	0.05	0.01	0
Tipin	-	0.4	0.01	0	0	0	0	0	0	0	0	0.08	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp2	-	0.06	0	0	0	0	0.13	0	0	0.16	0	0.71	0.42	0.07	0.02	0.02	0.01	0.01	0	0.97	0.02	0.02	0.02	0.08	0.5	0.15	0.13	0.87
Tk1	-	0.58	0.08	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.01	0
Tkt	-	0	0	0.09	0	0	0	0	0	0	0	0	0	0.02	0.14	0	0	0	0	0	0	0	0	-	-	0	0.11	0.01
Tll1	-	0	0	0	0.01	0	0.18	0	0.06	0.27	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.28	0.46	0.52
Tlr13	-	0.67	0.34	0.06	0.01	0.55	0.13	0.48	0.28	0.07	0.77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tm4sf1	-	0	0	0	0	0	0	0	0.02	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0.03
Tma16	-	0.07	0.48	0.67	0.21	0.54	0.55	0.06	0.24	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	0.14	0.1
Tmbim1	-	0.04	0.51	0	0	0	0	0	0	0	0	0.36	0.77	0.33	0.92	0.19	0.25	0.43	0.95	0.7	0.85	0.46	0.23	-	-	0	0	0
Tmcc1	-	0.07	0.08	0.64	0.06	0	0.57	0	0	0	0.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmed3	-	0	0	0	0	0	0	0	0	0	0	0.31	0.09	0.56	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106a	-	0.37	0.37	0.08	0.8	0.63	0.14	0.46	0.71	0	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Tmem117	-	0.12	0.04	0.22	0.5	0.66	0.84	0.63	0	0	0	0.47	0.95	0.4	0.36	0.32	0.43	0.15	0.14	0	0.03	0.03	0.01	-	-	-	-	-
Tmem120a	-	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	-	-	-
Tmem123	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0.81	0.97	0.94	0.91	0.87	0.94	0.89	0	0	0	0	0
Tmem132e	-	0	0.01	0	0.06	0.08	0	0.03	0.3	0	0	0.57	0.42	0.01	1	0	0.03	0	0.03	0.01	0.01	0.01	0.02	-	-	-	-	-
Tmem158	-	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.87	0.06	0.04	0.13	0.1	0.01	0.18	0.13	0.01	-	-	0.35	0.79	0.7
Tmem173	-	0.53	0.64	0.9	0.22	0.15	0.07	0.95	0.38	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tmem176a	-	0.22	0	0	0	0	0	0	0	0	0	0.03	0.75	0.23	0.53	0.15	0.03	0.1	0.11	0.15	0.19	0.38	0.41	-	-	0	0	0
Tmem178	-	0	0	0	0	0	0	0	0	0	0	0.17	0.53	0.86	0.22	0.99	0.32	0.15	0	0	0	0	0	0.68	0	-	-	-
Tmem179	-	0.42	0.69	0.95	0	0	0	0	0	0.04	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmem180	-	0.09	0.95	0.8	0.06	0.01	0	0.48	0.01	0.44	0.24	0.03	0.91	0.25	0.39	0.92	0.49	0.73	0.33	0.66	0.09	0.14	0	0.32	0.21	-	-	-
Tmem194	-	0.4	0.83	0	0	0	0.08	0	0.52	0.01	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmem229a	-	0.07	0.07	0.08	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Tmem37	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.31	0.62
Tmem40	-	0	0	0	0	0	0	0	0	0	0	0.2	0.6	0.35	0.44	0	0	0	0	0	0	0	0	0.58	0.5	0	0	0
Tmem42	-	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem56	-	0	0	0.01	0.01	0.14	0.54	0.13	0.01	0	0	0.89	0.96	0.01	0.96	0.92	0.9	0.99	0.88	0.64	0.7	0.63	0.68	-	-	0	0	0
Tmem63a	-	0.01	0.06	0.48	0	0	0.2	0	0.18	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0.52	0.92
Tmem9	-	0	0	0	0	0.01	0.04	0	0	0.08	0.08	0	0	0.02	0.02	0	0.01	0.02	0.06	0.56	0.06	0.06	0.16	0.4	0.01	0.17	0.85	0.54
Tmem91	-	0.38	0.02	0.12	0.81	0.6	0.12	0.23	0.61	0.19	0.81	0.98	0.7	0.39	0.69	0	0	0	0	0	0	0	0	-	-	-	-	-
Tmem97	-	0.02	0.69	0.07	0.02	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.01	0.1
Tmod3	-	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
Tmpo	-	0.75	0.97	0	0	0	0	0	0	0	0	0.84	0.4	0.84	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Tmprss5	-	0.2	0.02	0	0	0	0	0	0	0	0	0.73	0.58	0.18	0.86	0	0	0	0	0.01	0	0.01	0	0.39	0.17	0	0	0
Tmsb4x	-	0.02	0	0	0.02	0	0.5	0	0	0	0	0	0	0.72	0.03	0.6	0.35	0.82	0.28	0.01	0.37	0.41	0	0	0	0	0.07	0.01
Tmub1	-	0.85	0.6	0.06	0.01	0	0.14	0	0.47	0.19	0.9	0.45	0.04	0.14	0.28	0	0	0.03	0.01	0.12	0.05	0.03	0.05	-	-	0.02	0	0
Tnc	-	0	0.12	0	0	0	0	0	0	0	0	0	0.76	0.39	0.32	0.24	0.69	0.89	0.4	0.21	0.56	0.69	0.01	0.97	0.01	0	0	0
Tnfaip2	-	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.01	0.02	0.02	0	0.07	0.05	0.34	0.06	0.02	-	-	0.56	0	0
Tnfaip3	-	0.14	0.09	0.08	0.05	0.92	0.7	0.03	0.04	0	0	0.13	0.36	0.14	0.43	0.24	0.4	0.14	0.77	0.79	0.7	0.95	0.52	-	-	-	-	-
Tnfaip6	-	0	0	0	0	0	0	0.01	0	0.1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.74	0	0.02
Tnfaip8l1	-	0.21	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Tnfrsf11b	-	0	0.47	0.36	0.03	0	0.25	0	0	0	0	0.04	0.04	0.16	0.02	0.29	0.17	0.01	0.06	0.08	0.06	0.02	0.74	-	-	0	0.68	0.27
Tnfrsf12a	-	0.97	0.39	0.6	0.01	0	0.36	0	0	0	0	0.14	0.03	0.1	0.12	0	0	0	0	0	0	0	0	-	-	0	0	0
Tnfrsf1a	-	0	0	0	0	0	0	0	0	0.01	0.02	0	0.28	0.81	0.21	0.29	0.51	0.61	0.49	0.73	0.62	0.65	0.48	0.51	0.2	0	0	0
