Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Rab32	-	0.03	0	0	0.73	0	0.18	0.01	0.04	0	0.09	0.01	0.31	0.06	0.06	0.1	0	0	0	0	0	0	0	0	0	0	0	0
Rab36	-	0	0	0	0	0	0	0	0.01	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rab38	-	0.69	0.18	0.36	0.16	0	0	0	0	0	0	0.99	0	0.33	0	0.97	0.84	0.9	0.84	0.58	0.74	0.73	0.26	-	-	0	0	0
Rab3c	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.26	0	0
Rad9b	-	0.05	0.05	0.98	0.59	0.81	0.26	0.09	0.01	0.73	0.11	0.84	0.86	0.08	0.76	0.04	0.3	0.39	0.78	0.38	0.72	0.64	0	-	-	0.64	0.52	0.59
Rai14	-	0	0.03	0	0.24	0.3	0.22	0.23	0	0.01	0.23	0.36	0.81	0	0	0.79	0.19	0.28	0.19	0.7	0.2	0.24	0.12	0.39	0.22	0.08	0	0
Ralb	-	0.47	0.24	0.46	0.94	0.01	0	0	0	0.02	0	0.94	0.54	0.61	0.14	0.14	0.22	0.22	0.38	0.72	0.33	0.78	0.62	0.33	0.17	0	0	0
Ralgps1	-	0.28	0.84	0.34	0.96	0.09	0	0	0.11	0.03	0.01	0	0	0.01	0	0.09	0.17	0.48	0.22	0.19	0.04	0.02	0	-	-	-	-	-
Ranbp3l	-	0.02	0.05	0.01	0	0	0	0	0.07	0.48	0.08	0.54	0.03	0.27	0.49	0.62	0.84	0.52	0.59	0.98	0.93	0.84	0.77	-	-	-	-	-
Rap1b	-	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.93	0.08	0.1	0.02	0.94	0.01	0.02	0	0	0	0	0	0
Rap2a	-	0	0.01	0	0.19	0.02	0.01	0.01	0.01	0	0.07	0	0.02	0.02	0.25	0	0.04	0.01	0.09	0.02	0.11	0.03	0.72	0	0	0	0	0
Rapgef3	-	0.41	0.31	0.3	0	0	0	0	0	0	0	0	0.27	0.79	0.05	0.98	0.96	0.93	0.83	0.89	0.9	0.82	0.98	0.35	0.01	0	0.01	0
Rapgef5	-	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0.07	-	-	-	-	-
Rapgefl1	-	0.12	0.89	0.23	0.56	0.29	0.31	0.54	0.12	0.01	0.4	0.87	0.43	0.48	0.38	0.31	0.8	0.68	0.98	0.98	0.85	0.87	0.01	-	-	-	-	-
Rars	-	0.87	0.57	0.7	0.19	0.58	0.2	0.02	0.28	0	0	0	0.67	0.43	0	0.83	0.19	0.26	0.03	0.09	0	0.01	0	-	-	0	0.01	0.02
Rasal3	-	0.7	0.35	0.44	0.65	0.57	0.03	0.54	0.81	0.16	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rasgrf1	-	0	0	0.25	0.11	0.74	0.12	0.73	0.07	0	0.02	0.71	0.92	0	0.37	0.81	0.13	0.45	0.28	0.04	0.11	0	0.08	-	-	0	0	0
Rasgrp4	-	-	-	-	-	-	-	-	-	-	-	0.16	0.75	0.8	0.54	0.05	0.2	0.42	0.56	0.29	0.42	0.32	0.14	0.14	0	-	-	-
Rasl11a	-	0.02	0.02	0	0.03	0	0	0	0	0.04	0	0.01	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Rassf10	-	0.62	0.68	0.27	0.43	0.38	0.84	0.94	0.77	0.89	0.29	0.53	0.95	0.27	0.92	0.48	0.12	0.38	0.31	0.44	0.29	0.28	0.35	0.67	0.25	-	-	-
Rassf7	-	0	0.49	0.41	0.24	0.05	0.02	0	0	0.76	0	0.01	0	0.43	0	0.96	0.74	0.71	0.51	0.9	0.26	0.2	0.05	0.77	1	0	0.74	0.84
Rbm15b	-	0.44	0.75	0.11	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0	0
Rbm19	-	0.19	0.14	0.63	0.19	0.08	0.01	0.01	0	0	0	0.01	0.02	0.01	0.14	0.19	0.83	0.21	0.08	0.13	0.02	0.05	0.34	-	-	0.14	0	0
Rbms3	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Rbpms	-	0.25	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0.31	0.01	0	0	0	0	0	0	0	0.88	0.75
Rbpms2	-	-	-	-	-	-	-	-	-	-	-	0.06	0	0.55	0.11	0	0	0	0	0	0	0	0	0.07	0.14	-	-	-
Rdm1	-	0.99	0.44	0.62	0.23	0.06	0.05	0.05	0.34	0	0	0.79	0	0	0	0.97	0.21	0.05	0	0	0	0	0	0	0	0.61	0.56	0.24
Reln	-	0	0	0	0	0.77	0.01	0.79	0	0.06	0.12	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
Rfc3	-	0.76	0.01	0	0	0	0	0	0	0	0	0.11	0.47	0.2	0.44	0.27	0.26	0.16	0.15	0.09	0.13	0.13	0.07	0	0.04	0	0	0
Rftn1	-	0.04	0	0	0	0	0	0	0	0.79	0.25	0.55	0.02	0.02	0.03	0	0.97	0.71	0.35	0.9	0.65	0.17	0.02	-	-	-	-	-
Rgcc	-	0	0	0	0.01	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0	0
Rgs10	-	0.01	0.02	0	0.34	0	0	0	0	0	0	0.73	0.31	0	0.1	0.19	0.24	0.18	0.28	0.29	0.23	0.21	0.25	0.2	0.34	0.09	0	0
Rgs19	-	0.94	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0	0.93	0.87	0.44	0.47	0.94	0.3	0.63	0	0.05	0.02	0	0.54	0.69
Rgs7bp	-	0	0	0	0.34	0.02	0.15	0.05	0.02	0.13	0.13	0.11	0.29	0.72	0.07	0.43	0.62	0.5	0.45	0.86	0.45	0.39	0	-	-	-	-	-
Rgs8	-	0.02	0.24	0	0	0	0	0	0	0	0	0.23	0.72	0.47	0.56	0	0	0	0	0	0	0	0	-	-	0	0	0
Rgs9bp	-	0.57	0.01	0.01	0.02	0.04	0.32	0.01	0.03	0	0	0.76	0.37	0.75	0.02	0.66	0.66	0.67	0.5	0.45	0.73	0.88	0.69	0.02	0.23	-	-	-
Rhbdl2	-	0.61	0.11	0.59	0	0.13	0	0.37	0.72	0.92	0.6	0	0	0.32	0.02	0.63	0.09	0.09	0.1	0.1	0.08	0.05	0.17	-	-	-	-	-
Rhno1	-	0.65	0.2	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.03
Rho	-	0.7	0.48	0.89	0.34	0.5	0.75	0.29	0.21	0	0	0.98	0.74	0.91	0.99	0.97	0.99	0.73	0.95	0	0.8	0.56	0	-	-	0	0	0
Rhog	-	0.54	0.4	0.18	0.78	0	0.02	0	0	0.01	0.04	0.01	0.01	0.1	0	0.83	0.5	0.77	0.44	0.52	0.29	0.86	0.32	-	-	0.78	0	0
Rimkla	-	0	0	0	0.04	0	0.17	0	0.06	0.86	0.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rims1	-	0.34	0.27	0.27	0.64	0.6	0.05	0.38	0	0	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rinl	-	0.91	0.75	0.87	0.87	0.19	0	0.12	0.08	0.01	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rlbp1	-	0.84	0.65	0.37	0.3	0	0	0.01	0	0	0	0.08	0.5	0.11	0.04	0.11	0.28	0.42	0.24	0.45	0.57	0.71	0.09	-	-	0	0	0
Rmst	-	0.01	0.53	0.64	0	0	0	0	0.08	0	0.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rnase4	-	0.62	0.11	0.11	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.12	0	0
Rnf112	-	0	0.44	0.37	0.79	0.06	0.58	0.27	0.85	0.79	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.63	0.5	0.34
Rnf144a	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
Rnf149	-	0	0.52	0.1	0.08	0.01	0.1	0	0	0.02	0.52	0	0	0	0	0.9	0.7	0.83	0.87	0.62	0.67	0.42	0.65	0	0	0	0	0
Rnf165	-	0.01	0.01	0.02	0.94	0.38	0.97	0.01	0.38	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rnf32	-	0.15	0.6	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.25	0.01
Rnh1	-	0.02	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.89	0	0
Rnpc3	-	0.07	0.72	0.54	0	0.06	0	0.04	0.13	0.71	0.09	0	0	0	0	0.43	0.52	0.49	0.56	0.59	0.87	0.35	0.9	0.01	0.24	0	0	0
Robo4	-	0.77	0.72	0.88	0	0.02	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.03	0	0.2
Ror1	-	0	0	0	0.07	0.16	0.84	0.6	0.88	0.37	0	0.04	0.87	0	0.59	0.56	0.68	0.82	0.54	0.2	0.5	0.87	0.34	-	-	-	-	-
Rpgrip1	-	0.73	0.01	0	0	0	0	0	0	0	0	0	0.06	0.5	0.01	0	0.28	0.05	0.22	0.24	0.66	0.84	0.03	0	0	0	0	0
Rpl22l1	-	0.83	0.55	0.62	0.15	0.08	0.25	0.01	0.01	0	0	0	0	0	0	0.06	0.94	0.77	0.9	0.04	0.93	0.98	0.59	0	0	0.01	0	0
Rpp21	-	0.73	0.38	0.16	0.29	0.33	0.16	0.55	0.95	0.99	0	0.19	0.06	0	0	0.01	0.8	0.5	0.84	0.01	0.21	0.05	0.35	0	0	0	0	0.02
Rras	-	0.82	0.97	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp15	-	0	0	0.03	0.11	0	0	0	0	0	0	0.12	0.09	0	0.08	0.03	0.04	0.03	0.02	0.01	0.01	0.01	0.04	0.96	0.39	0	0	0
Rs1	-	0.55	0.65	0.52	0.35	0.8	0.21	0.91	0.47	0.41	0	0.11	0.04	0.23	0.15	0.33	0.44	0.13	0.81	0.95	0.28	0.04	0	-	-	-	-	-
Rslcan18	-	0.03	0.55	0.24	0.52	0.36	0.19	0.84	0.03	0.57	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rspo2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Rtn4r	-	0.7	0.76	0.26	0.08	0.03	0	0.76	0	0.53	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rufy3	-	0	0	0	0.04	0.1	0.01	0.66	0	0.01	0	0	0	0	0	0	0.96	0.03	0	0	0	0	0	-	-	0	0	0
Rxrg	-	0	0.02	0	0	0	0.01	0.07	0.66	0	0	0.24	0.17	0.26	0.41	0.17	0	0	0	0	0	0	0	-	-	0	0	0
S100a10	-	0	0	0	0	0	0	0	0.17	0	0.67	0	0.04	0.47	0.81	0.11	0.58	0.09	0.01	0	0	0	0	0.13	0.42	0.04	0.04	0
S100a11	-	-	-	-	-	-	-	-	-	-	-	0.59	0.42	0	0.01	0	0.01	0	0	0	0	0	0.01	-	-	-	-	-
S100a13	-	0.01	0.04	0	0.48	0.72	0.33	0.47	0.12	0.13	0.16	0	0.03	0.44	0.06	0.69	0.72	0.71	0.56	0.78	0.61	0.71	0.53	-	-	0.01	0.37	0.44
S100b	-	0.39	0.27	0.09	0.65	0.69	0.33	0.63	0.35	0.93	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.75	0.2	0.02
Sall3	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0.02	0	0	0	0	0	-	-	-	-	-
Samd5	-	0	0	0	0	0	0	0	0	0	0	0.78	0.04	0	0.02	0.01	0.04	0.02	0.04	0.42	0.08	0.06	0.32	0	0	-	-	-
Samhd1	-	0.03	0.01	0.5	0.12	0.42	0	0.01	0	0	0.16	0	0.31	0.38	0.42	0.91	0.48	0.49	0.9	0.86	0.93	0.65	0.79	0.34	0.78	0.92	0.27	0.72
Sat2	-	0.1	0	0	0	0	0	0	0	0	0	0.08	0.5	0.71	0.26	0	0	0.05	0.08	0	0.05	0.04	0	0.02	0.18	-	-	-
Scai	-	0.77	0.46	0.51	0	0.61	0.07	0.73	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Scarf2	-	0.83	0.38	0.03	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.03	0.15	0	0	-	-	-
Scn1a	-	0.1	0.08	0.2	0.56	0.94	0.19	0.4	0.72	0.93	0.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0	0
Scn2a1	-	0	0.03	0.07	0.09	0.04	0.74	0.1	0.21	0.02	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.12	0
Scn2b	-	0.01	0.4	0.55	0.04	0.01	0	0	0.28	0.15	0.44	0.52	0.82	0.2	0.62	0.11	0.13	0.57	0.34	0.74	0.6	0.37	0.11	0.92	0.91	-	-	-
Scn3b	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Scrt2	-	0	0	0	0	0	0	0	0.32	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Scube1	-	-	-	-	-	-	-	-	-	-	-	0.13	1	0.01	0.15	0.49	0.8	0.96	0.65	0.99	0.28	0.19	0.25	0.1	0.27	0	0	0
Sdc3	-	0.87	0.43	0.49	0.31	0.09	0.23	0.02	0	0.33	0.71	0.21	0.86	0.46	0	0.1	0.32	0.6	0.71	0.69	0.95	0.8	0.87	0.04	0.79	0	0	0
Sdcbp	-	0.02	0.01	0.03	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0.03	0	0	0	0.02	0.16	0.08	0.12	0.71
Sec24d	-	0	0	0	0	0	0	0	0	0	0.01	0.01	0.34	0	0.19	0.78	0.93	0.96	0.91	0.71	0.95	0.86	0.94	0.01	0	0.19	0.03	0
Sec61b	-	0.32	0.99	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.05
Sema3c	-	0	0	0	0	0	0	0	0	0	0	0.83	0.04	0.97	0.25	0.99	0.99	0.84	0.92	0.89	0.91	0.98	0.9	0.89	0.07	-	-	-
Sema6b	-	-	-	-	-	-	-	-	-	-	-	0.17	0.34	0.07	0.2	0.03	0.35	0.14	0.61	0.69	0.33	0.52	0.74	-	-	0.21	0.83	0.4
Sepsecs	-	0.23	0.07	0.02	0	0	0	0	0	0	0	0	0.63	0.01	0.08	0.32	0.68	0.88	0.87	0.56	0.77	0.71	0.54	0.46	0.72	0.7	0.79	0.09
Serpina3c	-	-	-	-	-	-	-	-	-	-	-	0.59	0.33	0.1	0.03	0.84	0.59	0.52	0.15	0.53	0.18	0.13	0.03	-	-	-	-	-
Serpina3g	-	-	-	-	-	-	-	-	-	-	-	0.85	0.19	0.13	0.05	0.08	0.03	0.09	0.15	0.99	0.14	0.05	0.12	-	-	-	-	-
Serpina3k	-	0.99	0.84	0.78	0.55	0.99	0.94	0	0.79	0.42	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Serpinb1a	-	0.1	0.09	0.22	0.18	0.05	0.27	0.07	0.09	0.37	0.3	0.81	0.61	0.42	0.93	0.39	0.76	0.97	0.78	0.76	0.82	0.73	0.29	-	-	0.08	0.75	0.86
Serpinb6a	-	0.14	0	0.03	0.99	0.2	0.42	0.25	0.3	0	0	0.88	0.44	0.03	0.52	0.05	0.18	0.21	0.25	0.18	0.17	0.5	0.55	0.19	0	0	0	0
Serpind1	-	0	0	0	0.37	0.1	0.76	0.61	0.12	0	0.35	0.24	0.07	0.06	0.05	0	0	0	0	0	0	0	0	-	-	0	0.26	0.39
Serpini1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.09	0.02	0.03	0	-	-	0	0	0
Sesn3	-	0.38	0.25	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0.21	0.6	0.12	0	0.01	0.01	0	0	0	0	0	0
Setbp1	-	-	-	-	-	-	-	-	-	-	-	0.32	0.03	0.07	0.01	0.16	0.19	0.17	0.12	0.13	0.05	0.33	0.14	-	-	-	-	-
Sf3b4	-	0.04	0.41	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfn	-	-	-	-	-	-	-	-	-	-	-	0	0.23	0.07	0.01	0.16	0.09	0.25	0.23	0.3	0.06	0.07	0.05	-	-	0.15	0.16	0.05
Sgk3	-	0	0	0	0	0	0	0	0	0	0	0.06	0.17	0.1	0.13	0	0	0	0	0	0	0	0	0.13	0.51	0	0.02	0
Sh3bgrl3	-	0.29	0.45	0.22	0.91	0.43	0.36	0.18	0.02	0	0	0.06	0	0	0	0.73	0.8	0.33	0.31	0.44	0.08	0.09	0.9	0	0	0	0	0
Sh3d19	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.49	0.06	0.01
Sh3gl3	-	0	0	0	0	0	0	0	0	0	0	0.12	0.02	0.06	0.15	0.05	0.08	0.33	0.19	0.27	0.28	0.12	0.04	0.01	0.55	0	0	0
Shisa2	-	0	0	0	0	0.01	0.87	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.03	0	0	0
Shisa7	-	0.49	0.35	0.33	0.1	0	0.17	0	0	0.01	0.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Siah2	-	0.3	0.75	0.72	0.4	0.29	0.07	0.28	0.02	0.01	0.64	0.19	0.13	0.62	0.48	0.69	0.96	0.6	0.06	0.8	0.82	0.61	0.21	-	-	0.59	0	0.62
Siglech	-	-	-	-	-	-	-	-	-	-	-	0	0	0.2	0.4	0.86	0.93	0.96	0.92	0.81	0.98	0.77	0.85	-	-	-	-	-
Sipa1	-	0.16	0.13	0.35	0.16	0.01	0.18	0	0	0	0	0.87	0.24	0.13	0.58	0.07	0.27	0.55	0.8	0.12	0.61	0.56	0.1	-	-	0.93	0.01	0
Siva1	-	0.14	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.08	0	0.01	0
Slbp	-	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.94	0.8	0.5	0.39	0.9	0.84	0.92	0	0	0.48	0.59	0.2
Slc12a2	-	0.93	0	0	0.02	0	0.78	0.11	0	0	0	0	0	0	0	0.11	0.06	0.19	0.12	0.35	0.66	0.94	0.14	0	0	0	0	0
Slc12a8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.11
Slc13a3	-	0.94	0.49	0.18	0	0.01	0.12	0.01	0	0	0	0.57	0.3	0.24	0.29	0.98	0.1	0.73	0.22	0.21	0.25	0.67	0.01	-	-	0.08	0	0.76
Slc15a1	-	0.46	0.53	0.6	0	0	0.01	0	0.35	0.58	0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc16a10	-	0	0	0	0	0.94	0	0.55	0.07	0.01	0	0	0.04	0.52	0.05	0.8	0.76	0.66	0.46	0.29	0.88	0.81	0.01	-	-	-	-	-
Slc16a4	-	0	0	0.04	1	0	0	0	0.06	0.17	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.27	0.02	0.05
Slc17a6	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.08	0	0
Slc1a5	-	0	0	0.3	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc22a18	-	-	-	-	-	-	-	-	-	-	-	0.68	0.52	0.04	0.22	0.11	0.01	0	0	0	0	0	0	-	-	0.01	0.09	0
Slc22a2	-	0.81	0.31	0.02	0	0	0	0	0	0	0	0.56	0.76	0.46	0.69	0.01	0.01	0.01	0	0	0	0	0	-	-	0	0	0
Slc23a1	-	0	0.14	0.07	0	0	0	0	0	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02
Slc24a1	-	0.87	0.43	0.85	0.02	0.1	0.19	0.07	0.14	0	0	0.25	0.26	0.43	0.66	0.02	0.68	0.84	0.69	0.02	0.88	0.38	0.32	-	-	0.89	0.2	0
Slc24a4	-	0.52	0.04	0	0	0	0	0	0	0	0	0.82	0.23	0.57	0.55	0	0	0	0	0	0	0	0	-	-	-	-	-
Slc24a5	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0.75	0.77	0.55	0.68	0.13	0.35	0.88	0.76	0	0	-	-	-
Slc25a29	-	0	0.02	0.03	0	0.05	0	0.11	0	0.06	0.78	0.01	0	0.01	0.02	0.03	0.12	0.09	0.18	0.02	0.06	0.57	0.03	-	-	0	0	0
Slc25a34	-	0.23	0.6	0.49	0.41	0.21	0.08	0.58	0	0.74	0.3	0.24	0.52	0.24	0.11	0.67	0.28	0.75	0.72	0.55	0.8	0.55	0.06	-	-	-	-	-
Slc25a48	-	0.75	0.7	0.56	0.3	0.72	0.01	0.48	0.38	0.44	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc26a7	-	0	0	0	0	0	0.2	0	0.05	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.18	0.96	0.8
Slc27a6	-	-	-	-	-	-	-	-	-	-	-	0.19	0.04	0.58	0.01	0.72	0.96	0.88	0.73	0.91	0.84	0.94	0.73	0.01	0.28	-	-	-
Slc2a9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0.44	0.52
Slc30a10	-	0	0.03	0.05	0	0	0.06	0	0.35	0	0.1	0.02	0.09	0.55	0.92	0.06	0.14	0.05	0.03	0.03	0.04	0.03	0.17	-	-	-	-	-
Slc35c1	-	0.08	0	0.01	0.34	0.03	0.02	0.04	0.28	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Slc38a6	-	0.02	0.51	0.95	0.02	0.61	0	0.92	0	0.16	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc38a8	-	-	-	-	-	-	-	-	-	-	-	0.09	0	0.82	0	0.91	1	0.97	0.93	0.88	1	0.97	0.85	0	0.26	-	-	-
Slc43a2	-	0.29	0.53	0.22	0.24	0.72	0.66	0.47	0.69	0.55	0	0.48	0.25	0.09	0.55	0.59	0.82	0.76	0.74	0.46	0.65	0.97	0.3	-	-	-	-	-
Slc44a5	-	-	-	-	-	-	-	-	-	-	-	0.44	0.63	0.26	0.61	0.59	0.9	0.8	0.85	0.73	0.94	0.61	0.43	-	-	-	-	-
Slc46a3	-	0.48	0.88	0.37	0	0	0	0	0	0	0	0.89	0.66	0.3	0.27	0	0	0	0	0	0.02	0.36	0.14	-	-	0	0	0
Slc47a1	-	0.03	0.08	0.05	0.14	0.13	0.85	0.05	0.79	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.87	0.12
Slc4a10	-	0.26	0.26	0.05	0.42	0.86	0.53	0.52	0.11	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0.03	0.93
Slc4a5	-	0.05	0	0.02	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc6a1	-	0	0	0	0	0	0.09	0	0.01	0.23	0.63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.42	0.45	0.85
Slc6a13	-	0.23	0.29	0.81	0.99	0.06	0.04	0.24	0	0	0.33	0.56	0.21	0.59	0.68	0.15	0.67	0.75	0.63	0.6	0.62	0.9	0.06	0.23	0.02	0.13	0.29	0
Slc6a18	-	0.16	0.1	0.77	0.67	0.76	0.07	0.92	0	0.16	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc6a2	-	0.04	0.8	0.95	0.25	0.49	0.01	0.63	0.09	0.64	0.91	0.51	0.26	0.01	0.03	0.26	0.87	0.32	0.01	0.41	0.01	0	0.29	-	-	0.21	0.03	0.95
Slc6a3	-	0.06	0.48	0.55	0.33	0.31	0.33	0.74	0.26	0	0	0.88	0.53	0.64	0.53	0.64	0.92	0.7	0.06	0.02	0.03	0	0	-	-	0.02	0.1	0
Slc6a6	-	0.03	0.02	0.02	0.93	0.3	0.02	0.03	0.33	0	0	0	0	0	0.24	0.64	0.07	0.1	0.02	0	0	0	0.07	0.22	0.01	0	0	0
Slc6a9	-	0.01	0.25	0.04	0.11	0.98	0.23	0.18	0.01	0.08	0.37	0.94	0.1	0.53	0.35	0.89	0.87	0.88	0.56	0.04	0.6	0.93	0.45	0.08	0.44	0	0	0
Slc7a14	-	0.54	0.61	0.45	0.21	0.97	0.1	0.95	0.66	0.77	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc9a9	-	0	0.06	0.18	0.02	0.54	0.39	0.26	0.01	0.5	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slco1c1	-	0.01	0.14	0.07	0.42	0.48	0.84	0.86	0.85	0.07	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.27	0	0
Slfn5	-	0.69	0.66	0.86	0.16	0.3	0.13	0.18	0.36	0.02	0.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slit2	-	0	0	0.4	0.14	0.37	0.09	0.8	0.63	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0
Smad9	-	0.21	0.52	0.99	0.87	0.73	0.98	0.56	0.03	0.18	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smap2	-	0.03	0.06	0	0	0	0	0	0	0	0.97	0.06	0.48	0.21	0.64	0	0	0	0	0.01	0.05	0.11	0.24	0.47	0.96	0	0	0
Smarca1	-	0	0	0	0.05	0	0.13	0	0	0.12	0.37	0.87	0.16	0.01	0.33	0.18	0.06	0.14	0.1	0.91	0.16	0.3	0.13	0.76	0.58	0	0	0
Smco4	-	0.5	0.18	0.05	0.05	0.02	0.72	0	0	0	0.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	0.81	0.59
Smim1	-	0.14	0.9	0.05	0.01	0.02	0.01	0.01	0.69	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smoc1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
