Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Pcdh1	-	0.08	0.39	0.28	0.05	0.98	0.43	0.44	0.02	0.35	0.06	0.08	0.51	0.18	0.37	0.01	0.03	0.23	0.04	0.14	0.25	0.09	0.01	0.03	0.42	0.84	0.05	0.02
Pcdh18	-	0	0	0	0	0	0	0	0	0	0	0.59	0	0.37	0.01	0.99	0.9	0.83	0.97	0.93	0.93	0.91	0.94	0.01	0.05	0.04	0.01	0
Pcdhb14	-	-	-	-	-	-	-	-	-	-	-	0.5	0.53	0.22	0.9	0.03	0.14	0.03	0.07	0	0.02	0.01	0.03	-	-	0	0	0
Pcdhgc5	-	-	-	-	-	-	-	-	-	-	-	0.52	0.09	0.11	0.06	0.07	0.39	0.19	0.04	0.01	0.43	0.56	0	0.39	0.63	-	-	-
Pcgf5	-	0.88	0.03	0.03	0.37	0.88	0.77	0.86	0.8	0.63	0.78	0	0	0	0	0.33	0.51	0.21	0.42	0.18	0.64	0.73	0.43	0.01	0	-	-	-
Pcna	-	0.32	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.33	0.48	0.33	0.6	0.34	0.37	0.27	0	0	0	0	0
Pcolce	-	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.39	0.36	0.02	0.01	0	0	0.07	-	-	0.03	0.1	0.01
Pcolce2	-	0	0	0	0	0	0	0	0	0	0.06	0.04	0.18	0.03	0.48	0.08	0.04	0.03	0.12	0.25	0.05	0.22	0.05	-	-	-	-	-
Pcp4	-	0.01	0.63	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Pcsk2	-	0	0	0	0	0	0.03	0	0.08	0.03	0	0.01	0	0	0	0	0.2	0.09	0.17	0.03	0.04	0.12	0.02	-	-	0	0	0
Pcsk5	-	0	0	0.01	0	0	0	0	0.37	0	0	0.04	0.08	0.23	0.44	0.73	0.45	0.46	0.45	0.22	0.31	0.96	0.85	0.08	0	0.02	0.41	0.79
Pcyt1b	-	0.17	0.33	0.54	0	0	0	0	0.01	0	0	0	0.07	0.81	0.08	0	0.01	0	0	0	0	0	0	0.91	0.97	-	-	-
Pdcd4	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.05	0.02	0.06	0.05	0.05	0.04	0	0	0	0	0	0
Pde3b	-	0.18	0	0	0.53	0	0.01	0	0	0	0	0.3	0	0.01	0.01	0.96	0.37	0.56	0.77	1	0.58	0.78	0.41	0.38	0.07	-	-	-
Pde4b	-	0	0	0	0.6	0	0	0	0.05	0	0	0.01	0.02	0	0	0.18	0.54	0.68	0.87	0.46	0.56	0.49	0	-	-	0.26	0.06	0.01
Pde4d	-	0.14	0	0	0	0	0	0	0.01	0	0	0.04	0.01	0	0	0.91	0.9	0.91	0.95	0.99	0.95	0.96	0.7	0.06	0.03	-	-	-
Pdgfb	-	0.75	0.06	0.13	0	0.14	0.08	0.3	0.19	0.19	0	0	0.02	0	0	0.09	0.03	0.01	0.09	0	0.01	0	0	-	-	0.01	0.14	0
Pdgfc	-	0	0	0	0	0	0	0	0	0	0	0.4	0.01	0.22	0.07	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.04	0.97	0	0	0	0.07
Pdk1	-	0	0.03	0.96	0	0	0	0	0.04	0.01	0	0.16	0.02	0.04	0.12	0.02	0.04	0.42	0	0	0.96	0.74	0.68	0.25	0.07	0	0	0
Pdk2	-	0.14	0.56	0.42	0	0	0	0	0	0	0.02	0.42	0.04	0.28	0.01	0.92	0.68	0.54	0.63	0.45	0.92	0.35	0.67	0	0.17	0	0.01	0.61
Pdlim3	-	0	0	0	0	0	0	0	0	0.05	0	0.17	0.19	0.22	0	0.04	0.06	0.04	0.06	0.09	0.04	0.05	0.06	-	-	0	0	0
Pdlim4	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdp1	-	0	0	0	0	0	0	0.11	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pdxp	-	0	0	0.07	0.95	0	0.05	0	0.01	0	0	0.01	0.02	0	0.46	0.04	0.11	0.28	0.33	0.21	0.2	0.55	0.21	0.02	0	0	0	0
Pdyn	-	-	-	-	-	-	-	-	-	-	-	0.47	0.12	0.19	0.23	0.62	0.36	0.23	0.08	0.28	0.16	0.44	0.05	-	-	-	-	-
Pea15a	-	0.04	0	0	0	0	0	0	0	0	0	0.24	0.23	0.11	0.04	0	0	0	0	0	0	0	0	0.01	0	0	0	0
Peak1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02
Pebp4	-	0.83	0.34	0.58	0.37	0.06	0.87	0.09	0.07	0	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pecam1	-	0.24	0.42	0.22	0.15	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Penk	-	0	0	0	0	0	0.37	0	0.18	0	0.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.35	0.18	0.06
Per2	-	0.01	0	0	0	0	0	0	0.05	0	0	0.29	0.65	0.29	0.23	0	0	0	0	0	0	0	0.35	-	-	0	0	0
Per3	-	0	0.01	0.04	0.03	0.31	0	0	0.81	0	0	0.02	0	0.02	0.01	0.03	0.27	0.51	0.56	0.53	0.08	0.02	0.13	-	-	0	0	0
Pex5l	-	0.18	0.14	0.42	0.08	0.47	0.19	0.87	0.32	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.59	0.2	0.06
Pf4	-	0	0.01	0	0	0	0.1	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0.03	0.09
Pgam2	-	0.01	0.19	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Pgap1	-	0.08	0.03	0.18	0.78	0.15	0.49	0.14	0.01	0.36	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pgm1	-	0	0	0	0	0	0	0	0	0	0	0	0.07	0.58	0.04	0.79	0.42	0.7	0.89	0.95	0.36	0.36	0.9	0.16	0.2	0	0	0
Pgm5	-	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.01	0.02	0	0	0	0	0.01	0	0	0.01	-	-	-	-	-
Pgp	-	0.48	0.04	0	0	0	0.01	0	0	0	0.01	0.11	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0	0	0	0	0
Phf19	-	0.26	0.07	0.01	0	0	0	0	0.02	0.07	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Phgdh	-	0	0	0.01	0.11	0.43	0.78	0.06	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0.98	0.07
Phlda1	-	0	0.01	0.82	0	0.36	0.12	0.03	0	0	0	0	0.28	0.32	0	0.89	0.85	0.74	0.59	0.33	0.47	0.36	0.14	-	-	0	0.55	0.08
Phlda3	-	0.65	0.9	0.94	0.7	0.01	0	0.03	0.05	0.01	0.15	0.71	0.57	0.69	0.92	0.5	0.67	0.71	0.01	0	0	0	0	-	-	0	0	0
Phldb2	-	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0.94	0.95	0.92	0.9	0.94	0.89	0.85	0.92	0	0	0.05	0.04	0
Pid1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pidd1	-	0.02	0.02	0.38	0.08	0.02	0.01	0.03	0.85	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Piezo2	-	0.11	0.77	0.46	0.13	0.28	0.02	0	0	0.39	0.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pif1	-	0.47	0.72	0	0	0	0	0	0	0	0	0.03	0.58	0	0.19	0	0	0	0	0	0	0	0	-	-	-	-	-
Pigp	-	0.61	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0
Pigz	-	0.39	0.77	0.15	0.79	0.6	0.01	0.74	0	0	0	0.87	0.59	0.84	0.52	0.01	0	0	0	0	0	0	0	-	-	-	-	-
Pik3cg	-	0.69	0.95	0.01	0	0.08	0	0.01	0	0	0	0.42	0.31	0.34	0.32	0.14	0.22	0.27	0.19	0	0	0.01	0	-	-	0	0.03	0
Pik3ip1	-	0.04	0.04	0.04	0.08	0.45	0.17	0.68	0.13	0	0	0.01	0.11	0.04	0.12	0.04	0.69	0.41	0.33	0.8	0.86	0.8	0.97	-	-	-	-	-
Pik3r5	-	0.2	0.8	0.84	0.91	0.09	0.17	0.36	0.32	0.5	0.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pilra	-	0	0.06	0.29	0.21	0.76	0.81	0.9	0	0.59	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	0.72	0.55
Pilrb1	-	0.58	0.62	0.6	0.01	0.04	0.96	0.03	0.19	0.97	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pim1	-	0.01	0	0	0	0	0	0	0	0	0	0.72	0.34	0.41	0.38	0.72	0.65	0.69	0.63	0.1	0.9	0.72	0.18	-	-	0	0.11	0.33
Pink1	-	0	0.01	0.04	0	0.11	0.16	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Pip5kl1	-	0	0	0	0	0	0	0	0	0	0	0.9	0.91	0.42	0.97	0	0	0	0	0	0	0	0	-	-	0	0	0
Pitx3	-	0	0	0	0	0	0	0	0	0	0	0	0.98	0.01	0.28	0	0	0	0	0	0	0	0	0.21	0	0	0.1	0.11
Pja1	-	0.01	0	0.01	0	0	0	0	0	0.05	0	0	0.38	0	0	0.27	0.8	0.65	0.98	0.05	0.13	0.16	0.57	0	0	0	0	0.22
Pkmyt1	-	0	0.04	0.01	0	0	0	0	0	0	0	0	0	0.04	0.03	0.58	0.57	0.56	0.57	0.95	0.57	0.71	0.61	0	0.02	0.02	0	0
Pkn3	-	0.86	0.04	0.86	0.09	0.46	0.09	0.34	0	0.18	0.07	0	0	0	0	0.62	0.8	0.68	0.72	0.73	0.71	0.73	0.85	0	0	-	-	-
Pkp1	-	-	-	-	-	-	-	-	-	-	-	0.65	0.49	0.29	0.57	0.44	0.8	0.69	0.45	0.32	0.8	0.5	0	-	-	0.03	0.28	0
Pla1a	-	-	-	-	-	-	-	-	-	-	-	0.19	0.01	0.01	0.56	0.33	0.22	0.42	0.37	0.53	0.29	0.94	0.07	-	-	0.19	0.06	0.01
Pla2g12a	-	0.01	0.02	0.41	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.17	0.82
Pla2g5	-	0.48	0.71	0.87	0.18	0	0	0	0	0	0	0.8	0.92	0.65	0.9	0.28	0.11	0.02	0	0	0	0	0	-	-	0	0	0
Plac8	-	0.32	0	0.03	0	0	0	0	0	0	0.08	0.01	0	0	0.29	0	0	0	0	0	0	0	0	-	-	0	0	0
Plag1	-	0.27	0.11	0.2	0.25	0.05	0.07	0.16	0.21	0.87	0.94	0.01	0.35	0.37	0.31	0.58	0.7	0.76	0.7	0.73	0.75	0.65	0.79	-	-	-	-	-
Plagl1	-	0	0	0.01	0	0	0	0	0.01	0	0	0.09	0	0	0	0.48	0.48	0.9	0.43	0.83	0.62	0.53	0.07	0	0	0	0	0
Plat	-	0.81	0.43	0.15	0	0	0.04	0	0	0	0.01	0.91	0.01	0	0	0	0	0	0	0	0.84	0.41	0	0.09	0	0	0	0
Plau	-	0.32	0.1	0.49	0.12	0	0.04	0.06	0.04	0.88	0.01	0	0.3	0.06	0.52	0.24	0.83	0.34	0.85	0.45	0.97	0.89	0.21	0.61	0.28	-	-	-
Plaur	-	0.44	0.82	0.57	0.32	0.35	0.86	0.32	0.98	0.69	0.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Plbd1	-	0.43	0.86	0.5	0.8	0.24	0.29	0.29	0.01	0.36	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.44	0.8	0.55
Plcb2	-	0.93	0.89	0.19	0.98	0.27	0.02	0.71	0	0.45	0.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.07	0.04
Plcd1	-	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.15	0.52	0.9
Plcg2	-	0.92	0.51	0.07	0.54	0.63	0.31	0.52	0.12	0	0.52	0.01	0.01	0.16	0	0	0.71	0.5	0.05	0.09	0.01	0.03	0.01	-	-	0.12	0.08	0
Pld1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Plec	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Plek	-	0.15	0.11	0.01	0.79	0.01	0	0.17	0	0	0	0.65	0.63	0	0.7	0.14	0.89	0.87	0.85	0.34	0.81	0.52	0.82	0.02	0.04	0.02	0.01	0
Plekha4	-	0.48	0.47	0.8	0.19	0.89	0.08	0.16	0	0	0.32	0.44	0.46	0.68	0.37	0	0	0	0	0	0	0	0	-	-	0	0	0.02
Plekhb1	-	0.45	0.3	0.73	0.42	0.32	0.09	0.06	0	0	0	0.05	0.34	0.45	0.41	0.66	0.76	0.84	0.22	0.31	0.07	0	0.01	-	-	0.36	0.32	0.78
Plekhf1	-	0.04	0	0.02	0	0	0	0	0	0	0.03	0.28	0.49	0.18	0.26	0.1	0.26	0.34	0.57	0.92	0.91	0.9	0.86	-	-	0	0	0.02
Plekhg2	-	0.01	0.87	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0
Plekhg5	-	0	0	0	0	0	0	0	0	0	0	0.63	0.67	0.64	0.76	0	0	0	0	0	0	0	0	-	-	0	0.27	0.32
Plekho1	-	0.71	0.36	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.46	0.01	0.01
Plet1	-	0.91	0.3	0.52	0.22	0.27	0.22	0.12	0.33	0.46	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plin2	-	0	0	0	0	0	0.03	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02
Plk1	-	0.04	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plk2	-	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0.04	0.56	0.98	0	0	0
Plk3	-	0	0	0.02	0.18	0.81	0.01	0.06	0.24	0	0	0	0	0	0	0.33	0.97	0.84	0.18	0.84	0.03	0	0.68	-	-	-	-	-
Plk4	-	0.07	0	0	0	0	0	0	0	0	0	0.04	0.82	0.76	0.18	0	0	0	0	0	0	0	0	-	-	0.04	0	0
Plk5	-	0.2	0.1	0.08	0.12	0.02	0.02	0.92	0.79	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Plp2	-	0.99	0.07	0.01	0	0.05	0.06	0.05	0.36	0	0	0.1	0.09	0.14	0.07	0.03	0.11	0.06	0	0	0	0	0	-	-	0.4	0.77	1
Plscr1	-	0	0	0	0	0	0	0	0	0	0	0.02	0.38	0.41	0.23	0.18	0.14	0.12	0.08	0.33	0.13	0.19	0.1	-	-	0.98	1	0.97
Plxna1	-	0.01	0	0	0.02	0.07	0.94	0.09	0.15	0	0	0.38	0.4	0.06	0.67	0.01	0.16	0.84	0.03	0.74	0.28	0.94	0	-	-	-	-	-
Plxna2	-	0	0	0	0	0	0	0	0.33	0	0	0.04	0.1	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0	0
Plxna4	-	0.34	0.18	0.11	0.02	0	0.01	0	0	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.25	-	-	-
Plxnd1	-	0.04	0.06	0.08	0.19	0.85	0.73	0.14	0	0	0	0.05	0.16	0.11	0.2	0.11	0.14	0.14	0.13	0.13	0.12	0.12	0.12	0	0	0	0	0
Pm20d1	-	0.19	0.02	0	0	0.03	0.01	0.01	0	0	0.09	0.76	0.89	0.71	0.39	0.2	0.29	0.48	0.13	0.22	0.2	0.46	0.02	-	-	0	0.11	0
Pmaip1	-	0	0.01	0.02	0.06	0.01	0.06	0.14	0.12	0.03	0.04	0.87	0.93	0.33	0.59	0.02	0.93	0.77	0.56	0.03	0.47	0.45	0.48	-	-	0.05	0	0
Pmepa1	-	0	0	0	0.17	0.78	0.09	0.08	0	0.17	0	0.48	0.72	0.15	0	0.63	0.62	0.16	0.09	0.23	0.26	0.29	0.67	-	-	0	0	0
Pmf1	-	0.15	0.07	0.45	0.67	0.04	0.1	0.01	0	0.02	0.91	0.11	0.13	0.03	0.18	0	0	0	0	0	0	0	0	0.24	0.35	0	0	0
Pml	-	0	0	0.36	0	0	0.01	0	0	0.03	0	0.2	0.95	0.75	0.5	0.22	0.38	1	0.47	0.53	0.61	0.44	0.3	0.2	0.04	0.95	0.23	0.16
Pmp22	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Pnmal2	-	0	0	0	0.04	0.05	0.15	0.04	0.9	0.09	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pnpla3	-	0.96	0.76	0.78	0	0	0	0	0.57	0	0	0.61	0.43	0.61	0.45	0	0	0	0	0	0	0	0	-	-	0	0	0
Poc1a	-	0.82	0.67	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Podn	-	0.7	0.46	0.6	0	0.17	0.05	0	0.93	0	0	0.07	0.53	0.62	0.63	0.35	0	0	0	0	0	0	0	-	-	-	-	-
Podxl2	-	0	0.56	0.64	0	0	0	0	0	0.01	0.04	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Pola2	-	0.33	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold1	-	0.69	0	0	0	0	0	0	0	0	0	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.01
Pold4	-	0.81	0.15	0.38	0.01	0.94	0.55	0.94	0.87	0	0.17	0.5	0.05	0.97	0.05	0.06	0.37	0.36	0.65	0.13	0.09	0	0	-	-	0.35	0.76	0
Pole	-	0.07	0.45	0	0	0	0	0	0	0	0	0	0.88	0.01	0	0	0	0	0	0	0	0	0	0.02	0.03	0.42	0	0
Pole2	-	0.91	0.07	0	0	0	0	0	0	0	0	0.02	0	0	0	0.51	0.26	0.4	0.54	0.42	0.37	0.35	0.36	0	0	0	0	0
Polq	-	0.64	0.44	0.89	0.47	0.72	0	0.6	0.78	0.02	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pon1	-	0.71	0.33	0.06	0.79	0.19	0.69	0.96	0.03	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.01
Pon2	-	0	0	0	0	0	0	0	0	0	0	0.03	0.29	0	0.28	0	0	0	0	0	0	0	0	0.42	0.43	0	0	0
Pop1	-	0	0	0	0.39	0	0.3	0.85	0.1	0	0.05	0.67	0.24	0.03	0.57	0.1	0.08	0.69	0.17	0.19	0.2	0.19	0.05	0	0	-	-	-
Ppap2b	-	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppap2c	-	0.36	0.59	0.01	0	0	0	0	0.16	0	0	0.25	0.3	0.47	0.08	0.17	0.23	0.23	0.19	0.31	0.27	0.27	0.27	0.26	0.17	0	0	0
Ppbp	-	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0.02	0	0.01	-	-	0	0	0
Ppic	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.11	0	0	0
Ppil6	-	0.82	0.35	0.28	0.01	0.02	0	0.02	0.2	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ppm1j	-	0.01	0.01	0.32	0.12	0.46	0.5	0.85	0.04	0.81	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	-	-
Ppp1r13l	-	0.91	0.05	0.63	0.87	0.42	0.15	0.17	0.28	0.01	0.06	0.15	0.74	0.57	0.38	0.96	0.71	0.62	0.39	0.02	0.72	0.38	0.11	-	-	-	-	-
Ppp1r14c	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ppp1r18	-	0.01	0.93	0.03	0.64	0	0	0	0.09	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.95	0	0
Ppp1r1a	-	0.34	0.93	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.2	0.03	0.11
Ppp1r3b	-	0	0	0	0	0	0	0	0	0	0	0	0.26	0.01	0.63	0.01	0.01	0.01	0.07	0.13	0.23	0.11	0.01	0.01	0.01	-	-	-
Ppp1r3c	-	0.63	0.01	0.28	0	0	0	0	0	0.01	0	0.29	0.17	0.13	0	0	0	0	0	0	0.05	0.02	0.25	0.03	0.09	0.25	0	0
Ppp2r1b	-	0.82	0.6	0	0	0	0	0	0	0	0	0	0.76	0.56	0.53	0.56	0.67	0.72	0.79	0.73	0.98	0.9	0.85	0.54	0.03	0.51	0.14	0.18
Prc1	-	0.08	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.68	0.24
Prcp	-	0.18	0.04	0	0.22	0.08	0.22	0.33	0	0	0.01	0.21	0.2	0.04	0.48	0.64	0	0.01	0.01	0.01	0.01	0	0	-	-	0	0	0.02
Prdm13	-	-	-	-	-	-	-	-	-	-	-	0.06	0	0.01	0	0	0	0	0	0.03	0	0	0	-	-	-	-	-
Prex2	-	0	0	0	0.62	0.01	0.28	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Prim1	-	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0.08	0.17	0.27	0.75	0.32	0.46	0.09	-	-	0	0.31	0
Prim2	-	0.38	0.02	0.06	0.85	0.76	0.16	0.97	0.04	0	0	0	0.28	0.09	0.84	0.38	0.08	0.18	0.05	0.11	0.11	0.05	0.52	-	-	0.01	0.01	0.94
Prima1	-	0.17	0.69	0.56	0.43	0.28	0.05	0.28	0.06	0	0	0.85	0.86	0.88	0.57	0.55	0.25	0.3	0.82	0.02	0	0	0.01	0.96	0.86	-	-	-
Prkar2b	-	0	0	0	0	0	0	0	0	0.23	0	0.39	0	0.72	0	0	0.01	0	0	0.01	0.01	0.01	0.18	0	0.04	-	-	-
Prkcdbp	-	0	0	0	0.01	0	0.06	0	0.05	0.97	0.09	0	0	0	0	0	0	0	0.08	0.49	0.1	0	0	-	-	0.21	0	0
Prkcq	-	0.97	0.3	0.63	0	0	0.96	0	0.03	0	0	0.03	0.2	0.25	0.02	0.3	0.46	0.4	0	0	0	0	0.02	-	-	0.15	0.24	0
Prkg1	-	0.92	0.32	0	0	0	0	0	0	0	0	0.06	0.18	0	0.01	0	0	0	0	0	0	0	0	0.85	0.1	0	0	0
Prkg2	-	0	0	0	0	0	0	0	0	0	0.01	0.65	0.12	0.03	0.02	0	0.05	0.03	0.03	0.01	0.01	0.14	0.01	0.03	0.2	0	0.03	0.03
Prodh	-	0.64	0.29	0.28	0.11	0.3	0.39	0.34	0.5	0.87	0.02	0.87	0.94	0.08	0.21	0.4	0.14	0.42	0.4	0.27	0.56	0.94	0.45	-	-	0.42	0	0
Prokr1	-	0	0.24	0.7	0.02	0.01	0	0.07	0.9	0.92	0	0.23	0.48	0	0.69	0.85	0.94	0.5	0.57	0.9	0.45	0.62	0.83	0.55	0	0.01	0.14	0.96
Pros1	-	0.12	0.14	0.07	0.28	0.38	0.04	0.49	0.53	0	0	0.18	0.42	0.54	0.81	0.36	0.56	0.24	0.01	0	0	0	0.01	0.2	0.01	0	0	0
Proser2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.75	0.07	0.01
Prr11	-	0.27	0.15	0.03	0	0	0	0	0	0	0	0.54	0.11	0.48	0.05	0.08	0.53	0.32	0.45	0.14	0.26	0.23	0.36	-	-	-	-	-
Prr5l	-	0.46	0.26	0.02	0.02	0	0	0.01	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Prrt4	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Prss23	-	0.06	0.56	0.61	0.11	0	0.17	0	0.06	0	0.02	0	0.79	0.07	0.1	0.11	0.55	0.33	0.34	0.13	0.12	0.14	0.08	-	-	0.47	0.62	0.4
Prx	-	0	0	0	0	0	0	0	0	0	0	0.09	0.65	0.88	0.4	0	0	0	0	0	0	0	0	-	-	0	0	0
Psat1	-	0	0.84	0.77	0.06	0	0	0.87	0.23	0.5	0.16	0	0.15	0	0	0.22	0.49	0.14	0.24	0.05	0.1	0.13	0.15	0.15	0.47	0	0	0
Psd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Psd4	-	0.3	0.1	0.1	0.06	0.12	0.1	0	0	0	0	0.04	0.89	0.88	0.07	0.11	0.47	0.21	0.66	0.4	0.25	0.57	0.59	-	-	-	-	-
Psmb10	-	0.25	0.48	0.15	0.02	0.45	0.87	0.33	0.37	0.13	0.66	0.15	0.03	0.03	0.09	0.25	0.7	0.58	0.71	0.25	0.8	0.59	0.68	0.06	0.14	0	0	0
Psmb8	-	-	-	-	-	-	-	-	-	-	-	0.86	0.07	0.04	0.05	0.59	0.9	0.5	0.79	0.56	0.48	0.74	0.58	0.59	0.14	0.24	0.44	0.18
Psmb9	-	0.86	0.47	0.78	0.62	0.11	0.77	0.23	0.42	0.51	0.3	0.06	0.65	0.96	0.91	0.44	0.94	0.62	0.56	0.53	0.81	0.98	0.5	-	-	0	0	0
Psmc3ip	-	0.47	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Psrc1	-	0.5	0.14	0	0	0	0	0	0	0	0	0.14	0	0.22	0	0.55	0.59	0.56	0.73	0.68	0.62	0.8	0.59	0	0.02	0	0	0
Pstpip2	-	0.48	0.48	0.03	0	0	0	0	0	0	0	0.31	0.94	0.73	0.9	0	0	0	0	0	0	0	0.72	-	-	0	0	0
Ptbp3	-	0.16	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
